kpi_id,kpi_code,location_level,location_code,area_code,province_code,date_hour,request_count,success_count,duration_ms,success_rate,source_system,computed_at,country,t_request,n_request_success,duration,n_count,type
TLGD04003,request_success_rate,province,HCM,KV3,HCM,2026-08-18-03,321,314,4925.71,97.8193,synthetic_core,2026-08-18 04:00:00,VNM,321,314,4925.71,1,synthetic
TLGD05003,request_success_rate,province,KHA,KV2,KHA,2026-08-18-03,605,593,9596.52,98.0165,synthetic_core,2026-08-18 04:00:00,VNM,605,593,9596.52,1,synthetic
TLGD00004,request_success_rate,province,DBN,KV1,DBN,2026-08-18-04,320,314,6133.94,98.125,synthetic_core,2026-08-18 05:00:00,VNM,320,314,6133.94,1,synthetic
TLGD01004,request_success_rate,province,SLA,KV1,SLA,2026-08-18-04,615,611,10232.97,99.3496,synthetic_core,2026-08-18 05:00:00,VNM,615,611,10232.97,1,synthetic
TLGD02004,request_success_rate,province,CMU,KV3,CMU,2026-08-18-04,596,593,8775.81,99.4966,synthetic_core,2026-08-18 05:00:00,VNM,596,593,8775.81,1,synthetic
TLGD03004,request_success_rate,province,NBH,KV1,NBH,2026-08-18-04,569,565,5229.89,99.297,synthetic_core,2026-08-18 05:00:00,VNM,569,565,5229.89,1,synthetic
TLGD04004,request_success_rate,province,HCM,KV3,HCM,2026-08-18-04,557,547,8145.92,98.2047,synthetic_core,2026-08-18 05:00:00,VNM,557,547,8145.92,1,synthetic
TLGD05004,request_success_rate,province,KHA,KV2,KHA,2026-08-18-04,448,438,4980.92,97.7679,synthetic_core,2026-08-18 05:00:00,VNM,448,438,4980.92,1,synthetic
TLGD00005,request_success_rate,province,DBN,KV1,DBN,2026-08-18-05,517,512,8471.29,99.0329,synthetic_core,2026-08-18 06:00:00,VNM,517,512,8471.29,1,synthetic
TLGD01005,request_success_rate,province,SLA,KV1,SLA,2026-08-18-05,358,346,5834.18,96.648,synthetic_core,2026-08-18 06:00:00,VNM,358,346,5834.18,1,synthetic
TLGD02005,request_success_rate,province,CMU,KV3,CMU,2026-08-18-05,370,362,7202.6,97.8378,synthetic_core,2026-08-18 06:00:00,VNM,370,362,7202.6,1,synthetic
TLGD03005,request_success_rate,province,NBH,KV1,NBH,2026-08-18-05,472,467,8584.41,98.9407,synthetic_core,2026-08-18 06:00:00,VNM,472,467,8584.41,1,synthetic
TLGD04005,request_success_rate,province,HCM,KV3,HCM,2026-08-18-05,445,431,4323.06,96.8539,synthetic_core,2026-08-18 06:00:00,VNM,445,431,4323.06,1,synthetic
TLGD05005,request_success_rate,province,KHA,KV2,KHA,2026-08-18-05,441,430,8104.55,97.5057,synthetic_core,2026-08-18 06:00:00,VNM,441,430,8104.55,1,synthetic
TLGD00006,request_success_rate,province,DBN,KV1,DBN,2026-08-18-06,345,334,2910.72,96.8116,synthetic_core,2026-08-18 07:00:00,VNM,345,334,2910.72,1,synthetic
TLGD01006,request_success_rate,province,SLA,KV1,SLA,2026-08-18-06,445,441,3982.34,99.1011,synthetic_core,2026-08-18 07:00:00,VNM,445,441,3982.34,1,synthetic
TLGD02006,request_success_rate,province,CMU,KV3,CMU,2026-08-18-06,462,456,7727.96,98.7013,synthetic_core,2026-08-18 07:00:00,VNM,462,456,7727.96,1,synthetic
TLGD03006,request_success_rate,province,NBH,KV1,NBH,2026-08-18-06,632,623,9621.03,98.5759,synthetic_core,2026-08-18 07:00:00,VNM,632,623,9621.03,1,synthetic
TLGD04006,request_success_rate,province,HCM,KV3,HCM,2026-08-18-06,652,639,8014.8,98.0061,synthetic_core,2026-08-18 07:00:00,VNM,652,639,8014.8,1,synthetic
TLGD05006,request_success_rate,province,KHA,KV2,KHA,2026-08-18-06,489,485,8652.62,99.182,synthetic_core,2026-08-18 07:00:00,VNM,489,485,8652.62,1,synthetic
TLGD00007,request_success_rate,province,DBN,KV1,DBN,2026-08-18-07,326,311,5684.38,95.3988,synthetic_core,2026-08-18 08:00:00,VNM,326,311,5684.38,1,synthetic
TLGD01007,request_success_rate,province,SLA,KV1,SLA,2026-08-18-07,491,480,4487.51,97.7597,synthetic_core,2026-08-18 08:00:00,VNM,491,480,4487.51,1,synthetic
TLGD02007,request_success_rate,province,CMU,KV3,CMU,2026-08-18-07,653,640,6854.21,98.0092,synthetic_core,2026-08-18 08:00:00,VNM,653,640,6854.21,1,synthetic
TLGD03007,request_success_rate,province,NBH,KV1,NBH,2026-08-18-07,540,525,6439.79,97.2222,synthetic_core,2026-08-18 08:00:00,VNM,540,525,6439.79,1,synthetic
TLGD04007,request_success_rate,province,HCM,KV3,HCM,2026-08-18-07,353,340,5091.44,96.3173,synthetic_core,2026-08-18 08:00:00,VNM,353,340,5091.44,1,synthetic
TLGD05007,request_success_rate,province,KHA,KV2,KHA,2026-08-18-07,692,677,11362.9,97.8324,synthetic_core,2026-08-18 08:00:00,VNM,692,677,11362.9,1,synthetic
TLGD00008,request_success_rate,province,DBN,KV1,DBN,2026-08-18-08,473,462,7555.29,97.6744,synthetic_core,2026-08-18 09:00:00,VNM,473,462,7555.29,1,synthetic
TLGD01008,request_success_rate,province,SLA,KV1,SLA,2026-08-18-08,568,556,7966.32,97.8873,synthetic_core,2026-08-18 09:00:00,VNM,568,556,7966.32,1,synthetic
TLGD02008,request_success_rate,province,CMU,KV3,CMU,2026-08-18-08,393,378,5899.62,96.1832,synthetic_core,2026-08-18 09:00:00,VNM,393,378,5899.62,1,synthetic
TLGD03008,request_success_rate,province,NBH,KV1,NBH,2026-08-18-08,468,459,8640.88,98.0769,synthetic_core,2026-08-18 09:00:00,VNM,468,459,8640.88,1,synthetic
TLGD04008,request_success_rate,province,HCM,KV3,HCM,2026-08-18-08,645,632,10924.16,97.9845,synthetic_core,2026-08-18 09:00:00,VNM,645,632,10924.16,1,synthetic
TLGD05008,request_success_rate,province,KHA,KV2,KHA,2026-08-18-08,485,482,6774.05,99.3814,synthetic_core,2026-08-18 09:00:00,VNM,485,482,6774.05,1,synthetic
TLGD00009,request_success_rate,province,DBN,KV1,DBN,2026-08-18-09,679,668,11091.38,98.38,synthetic_core,2026-08-18 10:00:00,VNM,679,668,11091.38,1,synthetic
TLGD01009,request_success_rate,province,SLA,KV1,SLA,2026-08-18-09,510,506,8093.68,99.2157,synthetic_core,2026-08-18 10:00:00,VNM,510,506,8093.68,1,synthetic
TLGD02009,request_success_rate,province,CMU,KV3,CMU,2026-08-18-09,526,524,7568.1,99.6198,synthetic_core,2026-08-18 10:00:00,VNM,526,524,7568.1,1,synthetic
TLGD03009,request_success_rate,province,NBH,KV1,NBH,2026-08-18-09,553,546,6303.14,98.7342,synthetic_core,2026-08-18 10:00:00,VNM,553,546,6303.14,1,synthetic
TLGD04009,request_success_rate,province,HCM,KV3,HCM,2026-08-18-09,665,652,5363.37,98.0451,synthetic_core,2026-08-18 10:00:00,VNM,665,652,5363.37,1,synthetic
TLGD05009,request_success_rate,province,KHA,KV2,KHA,2026-08-18-09,364,350,3318.95,96.1538,synthetic_core,2026-08-18 10:00:00,VNM,364,350,3318.95,1,synthetic
TLGD00010,request_success_rate,province,DBN,KV1,DBN,2026-08-18-10,345,339,4744.24,98.2609,synthetic_core,2026-08-18 11:00:00,VNM,345,339,4744.24,1,synthetic
TLGD01010,request_success_rate,province,SLA,KV1,SLA,2026-08-18-10,509,498,4783.87,97.8389,synthetic_core,2026-08-18 11:00:00,VNM,509,498,4783.87,1,synthetic
TLGD02010,request_success_rate,province,CMU,KV3,CMU,2026-08-18-10,481,472,5294.84,98.1289,synthetic_core,2026-08-18 11:00:00,VNM,481,472,5294.84,1,synthetic
TLGD03010,request_success_rate,province,NBH,KV1,NBH,2026-08-18-10,464,452,7960.48,97.4138,synthetic_core,2026-08-18 11:00:00,VNM,464,452,7960.48,1,synthetic
TLGD04010,request_success_rate,province,HCM,KV3,HCM,2026-08-18-10,500,487,8144.21,97.4,synthetic_core,2026-08-18 11:00:00,VNM,500,487,8144.21,1,synthetic
TLGD05010,request_success_rate,province,KHA,KV2,KHA,2026-08-18-10,499,487,8030.82,97.5952,synthetic_core,2026-08-18 11:00:00,VNM,499,487,8030.82,1,synthetic
TLGD00011,request_success_rate,province,DBN,KV1,DBN,2026-08-18-11,487,478,6261.31,98.152,synthetic_core,2026-08-18 12:00:00,VNM,487,478,6261.31,1,synthetic
TLGD01011,request_success_rate,province,SLA,KV1,SLA,2026-08-18-11,628,624,6271.42,99.3631,synthetic_core,2026-08-18 12:00:00,VNM,628,624,6271.42,1,synthetic
TLGD02011,request_success_rate,province,CMU,KV3,CMU,2026-08-18-11,411,398,7064.45,96.837,synthetic_core,2026-08-18 12:00:00,VNM,411,398,7064.45,1,synthetic
TLGD03011,request_success_rate,province,NBH,KV1,NBH,2026-08-18-11,307,294,6117.78,95.7655,synthetic_core,2026-08-18 12:00:00,VNM,307,294,6117.78,1,synthetic
TLGD04011,request_success_rate,province,HCM,KV3,HCM,2026-08-18-11,684,681,11839.49,99.5614,synthetic_core,2026-08-18 12:00:00,VNM,684,681,11839.49,1,synthetic
TLGD05011,request_success_rate,province,KHA,KV2,KHA,2026-08-18-11,676,673,7138.32,99.5562,synthetic_core,2026-08-18 12:00:00,VNM,676,673,7138.32,1,synthetic
TLGD00012,request_success_rate,province,DBN,KV1,DBN,2026-08-18-12,455,442,7137.21,97.1429,synthetic_core,2026-08-18 13:00:00,VNM,455,442,7137.21,1,synthetic
TLGD01012,request_success_rate,province,SLA,KV1,SLA,2026-08-18-12,534,524,4566.23,98.1273,synthetic_core,2026-08-18 13:00:00,VNM,534,524,4566.23,1,synthetic
TLGD02012,request_success_rate,province,CMU,KV3,CMU,2026-08-18-12,500,495,6150.91,99.0,synthetic_core,2026-08-18 13:00:00,VNM,500,495,6150.91,1,synthetic
TLGD03012,request_success_rate,province,NBH,KV1,NBH,2026-08-18-12,376,371,3145.27,98.6702,synthetic_core,2026-08-18 13:00:00,VNM,376,371,3145.27,1,synthetic
TLGD04012,request_success_rate,province,HCM,KV3,HCM,2026-08-18-12,403,395,7522.79,98.0149,synthetic_core,2026-08-18 13:00:00,VNM,403,395,7522.79,1,synthetic
TLGD05012,request_success_rate,province,KHA,KV2,KHA,2026-08-18-12,544,531,8431.75,97.6103,synthetic_core,2026-08-18 13:00:00,VNM,544,531,8431.75,1,synthetic
TLGD00013,request_success_rate,province,DBN,KV1,DBN,2026-08-18-13,598,595,9448.18,99.4983,synthetic_core,2026-08-18 14:00:00,VNM,598,595,9448.18,1,synthetic
TLGD01013,request_success_rate,province,SLA,KV1,SLA,2026-08-18-13,620,611,7618.87,98.5484,synthetic_core,2026-08-18 14:00:00,VNM,620,611,7618.87,1,synthetic
TLGD02013,request_success_rate,province,CMU,KV3,CMU,2026-08-18-13,380,372,3515.37,97.8947,synthetic_core,2026-08-18 14:00:00,VNM,380,372,3515.37,1,synthetic
TLGD03013,request_success_rate,province,NBH,KV1,NBH,2026-08-18-13,307,304,5634.66,99.0228,synthetic_core,2026-08-18 14:00:00,VNM,307,304,5634.66,1,synthetic
TLGD04013,request_success_rate,province,HCM,KV3,HCM,2026-08-18-13,349,343,4952.87,98.2808,synthetic_core,2026-08-18 14:00:00,VNM,349,343,4952.87,1,synthetic
TLGD05013,request_success_rate,province,KHA,KV2,KHA,2026-08-18-13,383,376,5744.73,98.1723,synthetic_core,2026-08-18 14:00:00,VNM,383,376,5744.73,1,synthetic
TLGD00014,request_success_rate,province,DBN,KV1,DBN,2026-08-18-14,457,455,4776.26,99.5624,synthetic_core,2026-08-18 15:00:00,VNM,457,455,4776.26,1,synthetic
TLGD01014,request_success_rate,province,SLA,KV1,SLA,2026-08-18-14,588,577,5295.98,98.1293,synthetic_core,2026-08-18 15:00:00,VNM,588,577,5295.98,1,synthetic
TLGD02014,request_success_rate,province,CMU,KV3,CMU,2026-08-18-14,411,396,3857.82,96.3504,synthetic_core,2026-08-18 15:00:00,VNM,411,396,3857.82,1,synthetic
TLGD03014,request_success_rate,province,NBH,KV1,NBH,2026-08-18-14,616,613,9235.62,99.513,synthetic_core,2026-08-18 15:00:00,VNM,616,613,9235.62,1,synthetic
TLGD04014,request_success_rate,province,HCM,KV3,HCM,2026-08-18-14,474,472,9356.84,99.5781,synthetic_core,2026-08-18 15:00:00,VNM,474,472,9356.84,1,synthetic
TLGD05014,request_success_rate,province,KHA,KV2,KHA,2026-08-18-14,561,552,7702.39,98.3957,synthetic_core,2026-08-18 15:00:00,VNM,561,552,7702.39,1,synthetic
TLGD00015,request_success_rate,province,DBN,KV1,DBN,2026-08-18-15,700,686,8648.07,98.0,synthetic_core,2026-08-18 16:00:00,VNM,700,686,8648.07,1,synthetic
TLGD01015,request_success_rate,province,SLA,KV1,SLA,2026-08-18-15,515,512,4821.36,99.4175,synthetic_core,2026-08-18 16:00:00,VNM,515,512,4821.36,1,synthetic
TLGD02015,request_success_rate,province,CMU,KV3,CMU,2026-08-18-15,308,293,4780.13,95.1299,synthetic_core,2026-08-18 16:00:00,VNM,308,293,4780.13,1,synthetic
TLGD03015,request_success_rate,province,NBH,KV1,NBH,2026-08-18-15,422,420,5956.64,99.5261,synthetic_core,2026-08-18 16:00:00,VNM,422,420,5956.64,1,synthetic
TLGD04015,request_success_rate,province,HCM,KV3,HCM,2026-08-18-15,424,415,7926.42,97.8774,synthetic_core,2026-08-18 16:00:00,VNM,424,415,7926.42,1,synthetic
TLGD05015,request_success_rate,province,KHA,KV2,KHA,2026-08-18-15,598,594,10161.56,99.3311,synthetic_core,2026-08-18 16:00:00,VNM,598,594,10161.56,1,synthetic
TLGD00016,request_success_rate,province,DBN,KV1,DBN,2026-08-18-16,548,537,6402.52,97.9927,synthetic_core,2026-08-18 17:00:00,VNM,548,537,6402.52,1,synthetic
TLGD01016,request_success_rate,province,SLA,KV1,SLA,2026-08-18-16,414,405,4437.91,97.8261,synthetic_core,2026-08-18 17:00:00,VNM,414,405,4437.91,1,synthetic
TLGD02016,request_success_rate,province,CMU,KV3,CMU,2026-08-18-16,469,454,5054.38,96.8017,synthetic_core,2026-08-18 17:00:00,VNM,469,454,5054.38,1,synthetic
TLGD03016,request_success_rate,province,NBH,KV1,NBH,2026-08-18-16,589,581,7476.29,98.6418,synthetic_core,2026-08-18 17:00:00,VNM,589,581,7476.29,1,synthetic
TLGD04016,request_success_rate,province,HCM,KV3,HCM,2026-08-18-16,616,609,7947.43,98.8636,synthetic_core,2026-08-18 17:00:00,VNM,616,609,7947.43,1,synthetic
TLGD05016,request_success_rate,province,KHA,KV2,KHA,2026-08-18-16,430,419,8393.75,97.4419,synthetic_core,2026-08-18 17:00:00,VNM,430,419,8393.75,1,synthetic
TLGD00017,request_success_rate,province,DBN,KV1,DBN,2026-08-18-17,543,529,5593.22,97.4217,synthetic_core,2026-08-18 18:00:00,VNM,543,529,5593.22,1,synthetic
TLGD01017,request_success_rate,province,SLA,KV1,SLA,2026-08-18-17,451,437,6068.63,96.8958,synthetic_core,2026-08-18 18:00:00,VNM,451,437,6068.63,1,synthetic
TLGD02017,request_success_rate,province,CMU,KV3,CMU,2026-08-18-17,503,495,5447.24,98.4095,synthetic_core,2026-08-18 18:00:00,VNM,503,495,5447.24,1,synthetic
TLGD03017,request_success_rate,province,NBH,KV1,NBH,2026-08-18-17,472,457,5233.95,96.822,synthetic_core,2026-08-18 18:00:00,VNM,472,457,5233.95,1,synthetic
TLGD04017,request_success_rate,province,HCM,KV3,HCM,2026-08-18-17,658,650,10020.55,98.7842,synthetic_core,2026-08-18 18:00:00,VNM,658,650,10020.55,1,synthetic
TLGD05017,request_success_rate,province,KHA,KV2,KHA,2026-08-18-17,362,356,5403.45,98.3425,synthetic_core,2026-08-18 18:00:00,VNM,362,356,5403.45,1,synthetic
TLGD00018,request_success_rate,province,DBN,KV1,DBN,2026-08-18-18,563,558,9938.68,99.1119,synthetic_core,2026-08-18 19:00:00,VNM,563,558,9938.68,1,synthetic
TLGD01018,request_success_rate,province,SLA,KV1,SLA,2026-08-18-18,569,555,7357.17,97.5395,synthetic_core,2026-08-18 19:00:00,VNM,569,555,7357.17,1,synthetic
TLGD02018,request_success_rate,province,CMU,KV3,CMU,2026-08-18-18,544,534,8862.15,98.1618,synthetic_core,2026-08-18 19:00:00,VNM,544,534,8862.15,1,synthetic
TLGD03018,request_success_rate,province,NBH,KV1,NBH,2026-08-18-18,420,417,7100.44,99.2857,synthetic_core,2026-08-18 19:00:00,VNM,420,417,7100.44,1,synthetic
TLGD04018,request_success_rate,province,HCM,KV3,HCM,2026-08-18-18,508,500,7780.27,98.4252,synthetic_core,2026-08-18 19:00:00,VNM,508,500,7780.27,1,synthetic
TLGD05018,request_success_rate,province,KHA,KV2,KHA,2026-08-18-18,400,385,4225.27,96.25,synthetic_core,2026-08-18 19:00:00,VNM,400,385,4225.27,1,synthetic
TLGD00019,request_success_rate,province,DBN,KV1,DBN,2026-08-18-19,427,425,5165.74,99.5316,synthetic_core,2026-08-18 20:00:00,VNM,427,425,5165.74,1,synthetic
TLGD01019,request_success_rate,province,SLA,KV1,SLA,2026-08-18-19,630,623,5620.08,98.8889,synthetic_core,2026-08-18 20:00:00,VNM,630,623,5620.08,1,synthetic
TLGD02019,request_success_rate,province,CMU,KV3,CMU,2026-08-18-19,618,611,6166.0,98.8673,synthetic_core,2026-08-18 20:00:00,VNM,618,611,6166.0,1,synthetic
TLGD03019,request_success_rate,province,NBH,KV1,NBH,2026-08-18-19,607,599,7176.35,98.682,synthetic_core,2026-08-18 20:00:00,VNM,607,599,7176.35,1,synthetic
TLGD04019,request_success_rate,province,HCM,KV3,HCM,2026-08-18-19,532,526,10465.89,98.8722,synthetic_core,2026-08-18 20:00:00,VNM,532,526,10465.89,1,synthetic
TLGD05019,request_success_rate,province,KHA,KV2,KHA,2026-08-18-19,631,622,5348.73,98.5737,synthetic_core,2026-08-18 20:00:00,VNM,631,622,5348.73,1,synthetic
TLGD00020,request_success_rate,province,DBN,KV1,DBN,2026-08-18-20,684,682,9918.03,99.7076,synthetic_core,2026-08-18 21:00:00,VNM,684,682,9918.03,1,synthetic
TLGD01020,request_success_rate,province,SLA,KV1,SLA,2026-08-18-20,689,681,12428.46,98.8389,synthetic_core,2026-08-18 21:00:00,VNM,689,681,12428.46,1,synthetic
TLGD02020,request_success_rate,province,CMU,KV3,CMU,2026-08-18-20,302,299,3471.33,99.0066,synthetic_core,2026-08-18 21:00:00,VNM,302,299,3471.33,1,synthetic
TLGD03020,request_success_rate,province,NBH,KV1,NBH,2026-08-18-20,478,466,6009.73,97.4895,synthetic_core,2026-08-18 21:00:00,VNM,478,466,6009.73,1,synthetic
TLGD04020,request_success_rate,province,HCM,KV3,HCM,2026-08-18-20,681,672,11567.41,98.6784,synthetic_core,2026-08-18 21:00:00,VNM,681,672,11567.41,1,synthetic
TLGD05020,request_success_rate,province,KHA,KV2,KHA,2026-08-18-20,698,684,13773.2,97.9943,synthetic_core,2026-08-18 21:00:00,VNM,698,684,13773.2,1,synthetic
TLGD00021,request_success_rate,province,DBN,KV1,DBN,2026-08-18-21,529,526,9680.09,99.4329,synthetic_core,2026-08-18 22:00:00,VNM,529,526,9680.09,1,synthetic
TLGD01021,request_success_rate,province,SLA,KV1,SLA,2026-08-18-21,570,565,10811.83,99.1228,synthetic_core,2026-08-18 22:00:00,VNM,570,565,10811.83,1,synthetic
TLGD02021,request_success_rate,province,CMU,KV3,CMU,2026-08-18-21,432,425,7599.7,98.3796,synthetic_core,2026-08-18 22:00:00,VNM,432,425,7599.7,1,synthetic
TLGD03021,request_success_rate,province,NBH,KV1,NBH,2026-08-18-21,591,587,11628.67,99.3232,synthetic_core,2026-08-18 22:00:00,VNM,591,587,11628.67,1,synthetic
TLGD04021,request_success_rate,province,HCM,KV3,HCM,2026-08-18-21,666,662,12141.45,99.3994,synthetic_core,2026-08-18 22:00:00,VNM,666,662,12141.45,1,synthetic
TLGD05021,request_success_rate,province,KHA,KV2,KHA,2026-08-18-21,312,307,6229.27,98.3974,synthetic_core,2026-08-18 22:00:00,VNM,312,307,6229.27,1,synthetic
TLGD00022,request_success_rate,province,DBN,KV1,DBN,2026-08-18-22,464,458,7780.61,98.7069,synthetic_core,2026-08-18 23:00:00,VNM,464,458,7780.61,1,synthetic
TLGD01022,request_success_rate,province,SLA,KV1,SLA,2026-08-18-22,374,371,3006.71,99.1979,synthetic_core,2026-08-18 23:00:00,VNM,374,371,3006.71,1,synthetic
TLGD02022,request_success_rate,province,CMU,KV3,CMU,2026-08-18-22,662,657,9608.19,99.2447,synthetic_core,2026-08-18 23:00:00,VNM,662,657,9608.19,1,synthetic
TLGD03022,request_success_rate,province,NBH,KV1,NBH,2026-08-18-22,562,552,7364.3,98.2206,synthetic_core,2026-08-18 23:00:00,VNM,562,552,7364.3,1,synthetic
TLGD04022,request_success_rate,province,HCM,KV3,HCM,2026-08-18-22,353,344,5343.77,97.4504,synthetic_core,2026-08-18 23:00:00,VNM,353,344,5343.77,1,synthetic
TLGD05022,request_success_rate,province,KHA,KV2,KHA,2026-08-18-22,638,625,10969.43,97.9624,synthetic_core,2026-08-18 23:00:00,VNM,638,625,10969.43,1,synthetic
TLGD00023,request_success_rate,province,DBN,KV1,DBN,2026-08-18-23,342,335,5231.27,97.9532,synthetic_core,2026-08-19 00:00:00,VNM,342,335,5231.27,1,synthetic
TLGD01023,request_success_rate,province,SLA,KV1,SLA,2026-08-18-23,679,666,8179.56,98.0854,synthetic_core,2026-08-19 00:00:00,VNM,679,666,8179.56,1,synthetic
TLGD02023,request_success_rate,province,CMU,KV3,CMU,2026-08-18-23,340,327,4254.83,96.1765,synthetic_core,2026-08-19 00:00:00,VNM,340,327,4254.83,1,synthetic
TLGD03023,request_success_rate,province,NBH,KV1,NBH,2026-08-18-23,304,301,3581.62,99.0132,synthetic_core,2026-08-19 00:00:00,VNM,304,301,3581.62,1,synthetic
TLGD04023,request_success_rate,province,HCM,KV3,HCM,2026-08-18-23,366,351,4441.71,95.9016,synthetic_core,2026-08-19 00:00:00,VNM,366,351,4441.71,1,synthetic
TLGD05023,request_success_rate,province,KHA,KV2,KHA,2026-08-18-23,306,292,5456.57,95.4248,synthetic_core,2026-08-19 00:00:00,VNM,306,292,5456.57,1,synthetic
TLGD00024,request_success_rate,province,DBN,KV1,DBN,2026-08-19-00,500,488,6474.59,97.6,synthetic_core,2026-08-19 01:00:00,VNM,500,488,6474.59,1,synthetic
TLGD01024,request_success_rate,province,SLA,KV1,SLA,2026-08-19-00,340,330,4661.15,97.0588,synthetic_core,2026-08-19 01:00:00,VNM,340,330,4661.15,1,synthetic
TLGD02024,request_success_rate,province,CMU,KV3,CMU,2026-08-19-00,552,547,9253.32,99.0942,synthetic_core,2026-08-19 01:00:00,VNM,552,547,9253.32,1,synthetic
TLGD03024,request_success_rate,province,NBH,KV1,NBH,2026-08-19-00,530,525,8752.29,99.0566,synthetic_core,2026-08-19 01:00:00,VNM,530,525,8752.29,1,synthetic
TLGD04024,request_success_rate,province,HCM,KV3,HCM,2026-08-19-00,428,421,8129.58,98.3645,synthetic_core,2026-08-19 01:00:00,VNM,428,421,8129.58,1,synthetic
TLGD05024,request_success_rate,province,KHA,KV2,KHA,2026-08-19-00,672,667,9300.88,99.256,synthetic_core,2026-08-19 01:00:00,VNM,672,667,9300.88,1,synthetic
TLGD00025,request_success_rate,province,DBN,KV1,DBN,2026-08-19-01,313,311,4881.12,99.361,synthetic_core,2026-08-19 02:00:00,VNM,313,311,4881.12,1,synthetic
TLGD01025,request_success_rate,province,SLA,KV1,SLA,2026-08-19-01,524,516,9174.13,98.4733,synthetic_core,2026-08-19 02:00:00,VNM,524,516,9174.13,1,synthetic
