bearer_setup_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-BEARER_SETUP_HOURLY-00-39,LOC001,DBN,KV1,active,2026-08-19-15,2026-08-19 15:00:00,46.36,index,valid,synthetic_core,195,340,336,59.6
CORE-BEARER_SETUP_HOURLY-00-40,LOC001,DBN,KV1,active,2026-08-19-16,2026-08-19 16:00:00,77.6,index,valid,synthetic_core,293,510,505,25.4
CORE-BEARER_SETUP_HOURLY-00-41,LOC001,DBN,KV1,active,2026-08-19-17,2026-08-19 17:00:00,30.5,index,valid,synthetic_core,280,255,249,65.72
CORE-BEARER_SETUP_HOURLY-00-42,LOC001,DBN,KV1,active,2026-08-19-18,2026-08-19 18:00:00,83.14,index,valid,synthetic_core,173,279,271,44.07
CORE-BEARER_SETUP_HOURLY-00-43,LOC001,DBN,KV1,active,2026-08-19-19,2026-08-19 19:00:00,19.02,index,valid,synthetic_core,258,410,409,30.28
CORE-BEARER_SETUP_HOURLY-00-44,LOC001,DBN,KV1,active,2026-08-19-20,2026-08-19 20:00:00,35.4,index,valid,synthetic_core,245,427,423,20.5
CORE-BEARER_SETUP_HOURLY-00-45,LOC001,DBN,KV1,active,2026-08-19-21,2026-08-19 21:00:00,32.47,index,valid,synthetic_core,180,219,217,63.72
CORE-BEARER_SETUP_HOURLY-00-46,LOC001,DBN,KV1,active,2026-08-19-22,2026-08-19 22:00:00,68.68,index,valid,synthetic_core,204,224,214,36.41
CORE-BEARER_SETUP_HOURLY-00-47,LOC001,DBN,KV1,active,2026-08-19-23,2026-08-19 23:00:00,78.4,index,valid,synthetic_core,209,377,372,49.08
CORE-BEARER_SETUP_HOURLY-00-48,LOC001,DBN,KV1,active,2026-08-20-00,2026-08-20 00:00:00,55.89,index,valid,synthetic_core,161,520,508,22.35
CORE-BEARER_SETUP_HOURLY-00-49,LOC001,DBN,KV1,active,2026-08-20-01,2026-08-20 01:00:00,68.48,index,valid,synthetic_core,110,487,486,47.59
CORE-BEARER_SETUP_HOURLY-00-50,LOC001,DBN,KV1,active,2026-08-20-02,2026-08-20 02:00:00,19.66,index,valid,synthetic_core,233,217,214,42.26
CORE-BEARER_SETUP_HOURLY-00-51,LOC001,DBN,KV1,active,2026-08-20-03,2026-08-20 03:00:00,71.35,index,valid,synthetic_core,261,246,244,43.82
CORE-BEARER_SETUP_HOURLY-00-52,LOC001,DBN,KV1,active,2026-08-20-04,2026-08-20 04:00:00,80.95,index,valid,synthetic_core,167,378,375,25.28
CORE-BEARER_SETUP_HOURLY-00-53,LOC001,DBN,KV1,active,2026-08-20-05,2026-08-20 05:00:00,15.76,index,valid,synthetic_core,208,392,384,20.11
CORE-BEARER_SETUP_HOURLY-00-54,LOC001,DBN,KV1,active,2026-08-20-06,2026-08-20 06:00:00,27.82,index,valid,synthetic_core,247,391,386,35.71
CORE-BEARER_SETUP_HOURLY-00-55,LOC001,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,22.74,index,valid,synthetic_core,150,333,325,44.54
CORE-BEARER_SETUP_HOURLY-00-56,LOC001,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,42.4,index,valid,synthetic_core,111,469,463,55.84
CORE-BEARER_SETUP_HOURLY-00-57,LOC001,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,52.56,index,valid,synthetic_core,208,304,295,46.36
CORE-BEARER_SETUP_HOURLY-00-58,LOC001,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,57.0,index,valid,synthetic_core,215,329,320,47.57
CORE-BEARER_SETUP_HOURLY-00-59,LOC001,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,21.66,index,valid,synthetic_core,134,203,199,31.59
CORE-BEARER_SETUP_HOURLY-00-60,LOC001,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,73.3,index,valid,synthetic_core,211,451,450,31.15
CORE-BEARER_SETUP_HOURLY-00-61,LOC001,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,37.61,index,valid,synthetic_core,166,220,209,32.51
CORE-BEARER_SETUP_HOURLY-00-62,LOC001,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,61.28,index,valid,synthetic_core,143,335,331,24.55
CORE-BEARER_SETUP_HOURLY-00-63,LOC001,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,23.29,index,valid,synthetic_core,168,469,459,31.3
CORE-BEARER_SETUP_HOURLY-00-64,LOC001,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,82.31,index,valid,synthetic_core,134,289,280,47.96
CORE-BEARER_SETUP_HOURLY-00-65,LOC001,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,18.21,index,valid,synthetic_core,102,317,309,68.6
CORE-BEARER_SETUP_HOURLY-00-66,LOC001,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,81.46,index,valid,synthetic_core,126,429,418,40.6
CORE-BEARER_SETUP_HOURLY-00-67,LOC001,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,80.32,index,valid,synthetic_core,208,378,374,38.1
CORE-BEARER_SETUP_HOURLY-00-68,LOC001,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,75.6,index,valid,synthetic_core,291,373,361,56.08
CORE-BEARER_SETUP_HOURLY-00-69,LOC001,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,44.24,index,valid,synthetic_core,175,584,575,50.26
CORE-BEARER_SETUP_HOURLY-00-70,LOC001,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,77.09,index,valid,synthetic_core,127,263,259,45.42
CORE-BEARER_SETUP_HOURLY-00-71,LOC001,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,79.32,index,valid,synthetic_core,291,279,268,47.57
CORE-BEARER_SETUP_HOURLY-01-00,LOC002,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,67.21,index,valid,synthetic_core,124,454,443,24.04
CORE-BEARER_SETUP_HOURLY-01-01,LOC002,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,53.12,index,valid,synthetic_core,136,477,475,45.57
CORE-BEARER_SETUP_HOURLY-01-02,LOC002,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,37.21,index,valid,synthetic_core,200,329,326,26.69
CORE-BEARER_SETUP_HOURLY-01-03,LOC002,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,81.12,index,valid,synthetic_core,182,455,447,47.1
CORE-BEARER_SETUP_HOURLY-01-04,LOC002,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,42.44,index,valid,synthetic_core,272,289,279,43.06
CORE-BEARER_SETUP_HOURLY-01-05,LOC002,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,48.77,index,valid,synthetic_core,120,479,470,23.33
CORE-BEARER_SETUP_HOURLY-01-06,LOC002,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,66.85,index,valid,synthetic_core,156,453,443,57.48
CORE-BEARER_SETUP_HOURLY-01-07,LOC002,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,82.78,index,valid,synthetic_core,294,358,354,52.83
CORE-BEARER_SETUP_HOURLY-01-08,LOC002,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,40.11,index,valid,synthetic_core,149,375,367,28.61
CORE-BEARER_SETUP_HOURLY-01-09,LOC002,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,29.54,index,valid,synthetic_core,161,272,264,30.53
CORE-BEARER_SETUP_HOURLY-01-10,LOC002,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,35.65,index,valid,synthetic_core,111,288,279,40.75
CORE-BEARER_SETUP_HOURLY-01-11,LOC002,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,39.51,index,valid,synthetic_core,245,408,400,53.43
CORE-BEARER_SETUP_HOURLY-01-12,LOC002,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,49.78,index,valid,synthetic_core,112,256,250,37.41
CORE-BEARER_SETUP_HOURLY-01-13,LOC002,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,18.95,index,valid,synthetic_core,184,250,244,25.53
CORE-BEARER_SETUP_HOURLY-01-14,LOC002,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,65.53,index,valid,synthetic_core,160,573,572,59.47
CORE-BEARER_SETUP_HOURLY-01-15,LOC002,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,27.53,index,valid,synthetic_core,250,565,554,36.65
CORE-BEARER_SETUP_HOURLY-01-16,LOC002,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,68.81,index,valid,synthetic_core,122,511,504,69.77
CORE-BEARER_SETUP_HOURLY-01-17,LOC002,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,46.99,index,valid,synthetic_core,180,358,352,32.58
CORE-BEARER_SETUP_HOURLY-01-18,LOC002,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,57.52,index,valid,synthetic_core,200,301,292,51.05
CORE-BEARER_SETUP_HOURLY-01-19,LOC002,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,46.27,index,valid,synthetic_core,214,502,501,61.63
CORE-BEARER_SETUP_HOURLY-01-20,LOC002,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,69.91,index,valid,synthetic_core,210,422,415,39.97
CORE-BEARER_SETUP_HOURLY-01-21,LOC002,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,40.77,index,valid,synthetic_core,142,460,448,47.75
CORE-BEARER_SETUP_HOURLY-01-22,LOC002,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,60.05,index,valid,synthetic_core,156,542,537,37.33
CORE-BEARER_SETUP_HOURLY-01-23,LOC002,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,60.51,index,valid,synthetic_core,211,524,519,34.94
CORE-BEARER_SETUP_HOURLY-01-24,LOC002,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,22.83,index,valid,synthetic_core,257,443,436,66.28
CORE-BEARER_SETUP_HOURLY-01-25,LOC002,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,41.19,index,valid,synthetic_core,156,376,368,36.78
CORE-BEARER_SETUP_HOURLY-01-26,LOC002,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,31.76,index,valid,synthetic_core,276,380,379,35.72
CORE-BEARER_SETUP_HOURLY-01-27,LOC002,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,44.44,index,valid,synthetic_core,130,397,388,37.41
CORE-BEARER_SETUP_HOURLY-01-28,LOC002,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,54.71,index,valid,synthetic_core,228,503,499,34.83
CORE-BEARER_SETUP_HOURLY-01-29,LOC002,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,33.71,index,valid,synthetic_core,276,202,190,38.76
CORE-BEARER_SETUP_HOURLY-01-30,LOC002,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,79.14,index,valid,synthetic_core,190,445,439,47.7
CORE-BEARER_SETUP_HOURLY-01-31,LOC002,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,75.73,index,valid,synthetic_core,216,220,219,50.38
CORE-BEARER_SETUP_HOURLY-01-32,LOC002,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,74.55,index,valid,synthetic_core,116,220,208,45.96
CORE-BEARER_SETUP_HOURLY-01-33,LOC002,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,82.98,index,valid,synthetic_core,258,462,454,32.08
CORE-BEARER_SETUP_HOURLY-01-34,LOC002,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,57.38,index,valid,synthetic_core,136,302,297,36.44
CORE-BEARER_SETUP_HOURLY-01-35,LOC002,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,40.31,index,valid,synthetic_core,142,500,493,28.1
CORE-BEARER_SETUP_HOURLY-01-36,LOC002,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,15.62,index,valid,synthetic_core,249,467,460,63.51
CORE-BEARER_SETUP_HOURLY-01-37,LOC002,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,16.09,index,valid,synthetic_core,162,549,547,24.25
CORE-BEARER_SETUP_HOURLY-01-38,LOC002,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,64.35,index,valid,synthetic_core,165,256,254,38.61
CORE-BEARER_SETUP_HOURLY-01-39,LOC002,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,68.81,index,valid,synthetic_core,252,515,504,33.63
CORE-BEARER_SETUP_HOURLY-01-40,LOC002,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,72.66,index,valid,synthetic_core,187,244,235,66.88
CORE-BEARER_SETUP_HOURLY-01-41,LOC002,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,81.68,index,valid,synthetic_core,114,439,435,48.37
CORE-BEARER_SETUP_HOURLY-01-42,LOC002,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,27.16,index,valid,synthetic_core,137,447,439,28.4
CORE-BEARER_SETUP_HOURLY-01-43,LOC002,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,74.7,index,valid,synthetic_core,101,473,470,55.0
CORE-BEARER_SETUP_HOURLY-01-44,LOC002,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,62.45,index,valid,synthetic_core,270,230,220,51.13
CORE-BEARER_SETUP_HOURLY-01-45,LOC002,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,90.98,index,degraded,synthetic_core,115,463,456,46.75
CORE-BEARER_SETUP_HOURLY-01-46,LOC002,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,57.57,index,valid,synthetic_core,266,371,360,36.25
CORE-BEARER_SETUP_HOURLY-01-47,LOC002,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,70.81,index,valid,synthetic_core,184,287,282,37.71
CORE-BEARER_SETUP_HOURLY-01-48,LOC002,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,37.26,index,valid,synthetic_core,110,585,584,23.34
CORE-BEARER_SETUP_HOURLY-01-49,LOC002,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,52.57,index,valid,synthetic_core,232,442,441,34.29
CORE-BEARER_SETUP_HOURLY-01-50,LOC002,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,83.54,index,valid,synthetic_core,210,486,485,62.58
CORE-BEARER_SETUP_HOURLY-01-51,LOC002,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,60.21,index,valid,synthetic_core,169,382,376,27.31
CORE-BEARER_SETUP_HOURLY-01-52,LOC002,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,19.11,index,valid,synthetic_core,218,203,194,46.19
CORE-BEARER_SETUP_HOURLY-01-53,LOC002,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,15.39,index,valid,synthetic_core,144,377,375,38.87
CORE-BEARER_SETUP_HOURLY-01-54,LOC002,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,39.96,index,valid,synthetic_core,205,203,191,21.06
CORE-BEARER_SETUP_HOURLY-01-55,LOC002,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,44.09,index,valid,synthetic_core,292,438,432,33.02
CORE-BEARER_SETUP_HOURLY-01-56,LOC002,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,16.5,index,valid,synthetic_core,273,498,495,55.6
CORE-BEARER_SETUP_HOURLY-01-57,LOC002,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,32.56,index,valid,synthetic_core,270,449,448,47.6
CORE-BEARER_SETUP_HOURLY-01-58,LOC002,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,31.71,index,valid,synthetic_core,213,229,221,37.12
CORE-BEARER_SETUP_HOURLY-01-59,LOC002,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,42.38,index,valid,synthetic_core,220,258,246,43.16
CORE-BEARER_SETUP_HOURLY-01-60,LOC002,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,61.19,index,valid,synthetic_core,101,474,470,42.37
CORE-BEARER_SETUP_HOURLY-01-61,LOC002,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,34.67,index,valid,synthetic_core,228,239,238,41.28
CORE-BEARER_SETUP_HOURLY-01-62,LOC002,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,75.03,index,valid,synthetic_core,137,596,586,52.31
CORE-BEARER_SETUP_HOURLY-01-63,LOC002,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,17.9,index,valid,synthetic_core,173,479,471,60.56
CORE-BEARER_SETUP_HOURLY-01-64,LOC002,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,70.36,index,valid,synthetic_core,120,586,574,40.83
CORE-BEARER_SETUP_HOURLY-01-65,LOC002,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,46.6,index,valid,synthetic_core,266,275,273,20.64
CORE-BEARER_SETUP_HOURLY-01-66,LOC002,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,67.14,index,valid,synthetic_core,135,524,520,43.76
CORE-BEARER_SETUP_HOURLY-01-67,LOC002,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,28.53,index,valid,synthetic_core,220,295,283,67.71
CORE-BEARER_SETUP_HOURLY-01-68,LOC002,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,69.26,index,valid,synthetic_core,175,462,453,44.8
CORE-BEARER_SETUP_HOURLY-01-69,LOC002,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,67.92,index,valid,synthetic_core,235,600,597,52.37
CORE-BEARER_SETUP_HOURLY-01-70,LOC002,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,53.99,index,valid,synthetic_core,237,468,463,39.41
CORE-BEARER_SETUP_HOURLY-01-71,LOC002,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,24.89,index,valid,synthetic_core,230,498,489,67.65
CORE-BEARER_SETUP_HOURLY-02-00,LOC003,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,59.98,index,valid,synthetic_core,234,446,443,40.97
CORE-BEARER_SETUP_HOURLY-02-01,LOC003,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,18.15,index,valid,synthetic_core,185,590,579,48.92
CORE-BEARER_SETUP_HOURLY-02-02,LOC003,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,39.11,index,valid,synthetic_core,166,510,502,61.51
CORE-BEARER_SETUP_HOURLY-02-03,LOC003,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,49.74,index,valid,synthetic_core,182,363,355,37.97
CORE-BEARER_SETUP_HOURLY-02-04,LOC003,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,25.41,index,valid,synthetic_core,151,584,576,68.78
CORE-BEARER_SETUP_HOURLY-02-05,LOC003,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,41.3,index,valid,synthetic_core,108,504,499,62.38
CORE-BEARER_SETUP_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,81.66,index,valid,synthetic_core,212,495,494,41.82
CORE-BEARER_SETUP_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,67.11,index,valid,synthetic_core,209,203,202,69.43
CORE-BEARER_SETUP_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,64.31,index,valid,synthetic_core,254,368,361,44.67
CORE-BEARER_SETUP_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.07,index,valid,synthetic_core,112,301,289,64.42
CORE-BEARER_SETUP_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,26.14,index,valid,synthetic_core,171,263,261,69.4
CORE-BEARER_SETUP_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,60.12,index,valid,synthetic_core,131,451,442,38.3
CORE-BEARER_SETUP_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,65.14,index,valid,synthetic_core,149,583,582,39.82
CORE-BEARER_SETUP_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,26.5,index,valid,synthetic_core,137,424,418,41.46
CORE-BEARER_SETUP_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,42.86,index,valid,synthetic_core,259,572,564,31.12
