core_latency_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_LATENCY_HOURLY-00-36,LOC001,DBN,KV1,active,2026-08-19-12,2026-08-19 12:00:00,42.53,index,valid,synthetic_core,242,520,515,54.71
CORE-CORE_LATENCY_HOURLY-00-37,LOC001,DBN,KV1,active,2026-08-19-13,2026-08-19 13:00:00,15.97,index,valid,synthetic_core,180,539,528,27.62
CORE-CORE_LATENCY_HOURLY-00-38,LOC001,DBN,KV1,active,2026-08-19-14,2026-08-19 14:00:00,58.86,index,valid,synthetic_core,227,414,409,45.18
CORE-CORE_LATENCY_HOURLY-00-39,LOC001,DBN,KV1,active,2026-08-19-15,2026-08-19 15:00:00,27.36,index,valid,synthetic_core,217,391,389,50.13
CORE-CORE_LATENCY_HOURLY-00-40,LOC001,DBN,KV1,active,2026-08-19-16,2026-08-19 16:00:00,52.98,index,valid,synthetic_core,174,253,251,69.61
CORE-CORE_LATENCY_HOURLY-00-41,LOC001,DBN,KV1,active,2026-08-19-17,2026-08-19 17:00:00,24.57,index,valid,synthetic_core,223,283,278,32.64
CORE-CORE_LATENCY_HOURLY-00-42,LOC001,DBN,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.13,index,valid,synthetic_core,117,242,230,50.3
CORE-CORE_LATENCY_HOURLY-00-43,LOC001,DBN,KV1,active,2026-08-19-19,2026-08-19 19:00:00,73.37,index,valid,synthetic_core,233,489,487,23.69
CORE-CORE_LATENCY_HOURLY-00-44,LOC001,DBN,KV1,active,2026-08-19-20,2026-08-19 20:00:00,65.43,index,valid,synthetic_core,201,381,377,21.38
CORE-CORE_LATENCY_HOURLY-00-45,LOC001,DBN,KV1,active,2026-08-19-21,2026-08-19 21:00:00,27.16,index,valid,synthetic_core,236,212,206,67.43
CORE-CORE_LATENCY_HOURLY-00-46,LOC001,DBN,KV1,active,2026-08-19-22,2026-08-19 22:00:00,69.17,index,valid,synthetic_core,103,352,351,65.47
CORE-CORE_LATENCY_HOURLY-00-47,LOC001,DBN,KV1,active,2026-08-19-23,2026-08-19 23:00:00,27.46,index,valid,synthetic_core,258,340,331,41.51
CORE-CORE_LATENCY_HOURLY-00-48,LOC001,DBN,KV1,active,2026-08-20-00,2026-08-20 00:00:00,33.83,index,valid,synthetic_core,278,214,213,36.64
CORE-CORE_LATENCY_HOURLY-00-49,LOC001,DBN,KV1,active,2026-08-20-01,2026-08-20 01:00:00,53.17,index,valid,synthetic_core,122,520,508,69.17
CORE-CORE_LATENCY_HOURLY-00-50,LOC001,DBN,KV1,active,2026-08-20-02,2026-08-20 02:00:00,48.78,index,valid,synthetic_core,254,450,449,24.76
CORE-CORE_LATENCY_HOURLY-00-51,LOC001,DBN,KV1,active,2026-08-20-03,2026-08-20 03:00:00,39.91,index,valid,synthetic_core,259,249,239,40.91
CORE-CORE_LATENCY_HOURLY-00-52,LOC001,DBN,KV1,active,2026-08-20-04,2026-08-20 04:00:00,73.91,index,valid,synthetic_core,279,349,339,53.48
CORE-CORE_LATENCY_HOURLY-00-53,LOC001,DBN,KV1,active,2026-08-20-05,2026-08-20 05:00:00,19.11,index,valid,synthetic_core,180,329,322,53.86
CORE-CORE_LATENCY_HOURLY-00-54,LOC001,DBN,KV1,active,2026-08-20-06,2026-08-20 06:00:00,56.48,index,valid,synthetic_core,273,515,512,47.53
CORE-CORE_LATENCY_HOURLY-00-55,LOC001,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,69.47,index,valid,synthetic_core,118,373,368,20.62
CORE-CORE_LATENCY_HOURLY-00-56,LOC001,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,46.66,index,valid,synthetic_core,109,453,442,63.24
CORE-CORE_LATENCY_HOURLY-00-57,LOC001,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,41.56,index,valid,synthetic_core,164,244,241,43.16
CORE-CORE_LATENCY_HOURLY-00-58,LOC001,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,24.26,index,valid,synthetic_core,114,344,334,53.41
CORE-CORE_LATENCY_HOURLY-00-59,LOC001,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,62.12,index,valid,synthetic_core,172,472,467,53.4
CORE-CORE_LATENCY_HOURLY-00-60,LOC001,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,27.6,index,valid,synthetic_core,152,409,401,57.02
CORE-CORE_LATENCY_HOURLY-00-61,LOC001,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,35.1,index,valid,synthetic_core,299,534,527,64.22
CORE-CORE_LATENCY_HOURLY-00-62,LOC001,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,48.43,index,valid,synthetic_core,249,591,590,39.27
CORE-CORE_LATENCY_HOURLY-00-63,LOC001,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,57.63,index,valid,synthetic_core,142,423,411,64.9
CORE-CORE_LATENCY_HOURLY-00-64,LOC001,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,84.01,index,valid,synthetic_core,235,438,434,49.07
CORE-CORE_LATENCY_HOURLY-00-65,LOC001,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,45.95,index,valid,synthetic_core,117,385,375,57.33
CORE-CORE_LATENCY_HOURLY-00-66,LOC001,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,53.38,index,valid,synthetic_core,111,599,588,31.56
CORE-CORE_LATENCY_HOURLY-00-67,LOC001,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,50.13,index,valid,synthetic_core,192,339,334,63.48
CORE-CORE_LATENCY_HOURLY-00-68,LOC001,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,33.69,index,valid,synthetic_core,157,252,242,58.5
CORE-CORE_LATENCY_HOURLY-00-69,LOC001,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,50.72,index,valid,synthetic_core,205,345,337,54.2
CORE-CORE_LATENCY_HOURLY-00-70,LOC001,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,23.81,index,valid,synthetic_core,220,250,243,66.9
CORE-CORE_LATENCY_HOURLY-00-71,LOC001,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,33.71,index,valid,synthetic_core,228,228,226,36.67
CORE-CORE_LATENCY_HOURLY-01-00,LOC002,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,23.01,index,valid,synthetic_core,276,481,478,29.56
CORE-CORE_LATENCY_HOURLY-01-01,LOC002,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,60.69,index,valid,synthetic_core,150,251,244,60.21
CORE-CORE_LATENCY_HOURLY-01-02,LOC002,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,72.12,index,valid,synthetic_core,273,246,242,39.99
CORE-CORE_LATENCY_HOURLY-01-03,LOC002,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,66.77,index,valid,synthetic_core,113,574,568,49.48
CORE-CORE_LATENCY_HOURLY-01-04,LOC002,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,58.37,index,valid,synthetic_core,121,436,429,33.46
CORE-CORE_LATENCY_HOURLY-01-05,LOC002,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,81.37,index,valid,synthetic_core,227,557,548,59.45
CORE-CORE_LATENCY_HOURLY-01-06,LOC002,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,15.82,index,valid,synthetic_core,108,584,583,22.89
CORE-CORE_LATENCY_HOURLY-01-07,LOC002,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,27.08,index,valid,synthetic_core,275,208,203,45.96
CORE-CORE_LATENCY_HOURLY-01-08,LOC002,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,71.8,index,valid,synthetic_core,195,577,565,45.02
CORE-CORE_LATENCY_HOURLY-01-09,LOC002,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,41.31,index,valid,synthetic_core,207,568,557,21.28
CORE-CORE_LATENCY_HOURLY-01-10,LOC002,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,38.57,index,valid,synthetic_core,106,233,222,60.62
CORE-CORE_LATENCY_HOURLY-01-11,LOC002,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,70.44,index,valid,synthetic_core,271,445,435,26.27
CORE-CORE_LATENCY_HOURLY-01-12,LOC002,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,58.14,index,valid,synthetic_core,248,562,554,67.4
CORE-CORE_LATENCY_HOURLY-01-13,LOC002,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,58.88,index,valid,synthetic_core,282,267,257,40.55
CORE-CORE_LATENCY_HOURLY-01-14,LOC002,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,46.53,index,valid,synthetic_core,218,525,524,52.51
CORE-CORE_LATENCY_HOURLY-01-15,LOC002,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,33.3,index,valid,synthetic_core,194,229,228,29.58
CORE-CORE_LATENCY_HOURLY-01-16,LOC002,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,67.76,index,valid,synthetic_core,283,454,449,61.92
CORE-CORE_LATENCY_HOURLY-01-17,LOC002,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,84.59,index,valid,synthetic_core,192,533,525,44.66
CORE-CORE_LATENCY_HOURLY-01-18,LOC002,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,15.58,index,valid,synthetic_core,157,460,449,33.3
CORE-CORE_LATENCY_HOURLY-01-19,LOC002,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,24.34,index,valid,synthetic_core,153,559,550,57.74
CORE-CORE_LATENCY_HOURLY-01-20,LOC002,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,55.37,index,valid,synthetic_core,173,263,255,20.62
CORE-CORE_LATENCY_HOURLY-01-21,LOC002,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,16.4,index,valid,synthetic_core,184,353,347,30.08
CORE-CORE_LATENCY_HOURLY-01-22,LOC002,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,29.41,index,valid,synthetic_core,122,460,455,32.06
CORE-CORE_LATENCY_HOURLY-01-23,LOC002,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,18.63,index,valid,synthetic_core,104,560,558,29.32
CORE-CORE_LATENCY_HOURLY-01-24,LOC002,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,76.44,index,valid,synthetic_core,211,207,201,32.94
CORE-CORE_LATENCY_HOURLY-01-25,LOC002,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,21.11,index,valid,synthetic_core,246,210,201,58.33
CORE-CORE_LATENCY_HOURLY-01-26,LOC002,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,56.29,index,valid,synthetic_core,293,399,398,69.23
CORE-CORE_LATENCY_HOURLY-01-27,LOC002,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,83.5,index,valid,synthetic_core,119,489,487,60.88
CORE-CORE_LATENCY_HOURLY-01-28,LOC002,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,48.24,index,valid,synthetic_core,222,401,395,20.45
CORE-CORE_LATENCY_HOURLY-01-29,LOC002,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,56.89,index,valid,synthetic_core,164,236,225,69.27
CORE-CORE_LATENCY_HOURLY-01-30,LOC002,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,37.53,index,valid,synthetic_core,178,221,211,46.31
CORE-CORE_LATENCY_HOURLY-01-31,LOC002,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,46.16,index,valid,synthetic_core,202,312,300,55.11
CORE-CORE_LATENCY_HOURLY-01-32,LOC002,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,22.31,index,valid,synthetic_core,247,303,298,24.87
CORE-CORE_LATENCY_HOURLY-01-33,LOC002,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,35.49,index,valid,synthetic_core,170,242,233,25.45
CORE-CORE_LATENCY_HOURLY-01-34,LOC002,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,64.12,index,valid,synthetic_core,199,376,364,37.8
CORE-CORE_LATENCY_HOURLY-01-35,LOC002,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,35.96,index,valid,synthetic_core,177,491,486,58.12
CORE-CORE_LATENCY_HOURLY-01-36,LOC002,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,52.76,index,valid,synthetic_core,213,481,474,31.49
CORE-CORE_LATENCY_HOURLY-01-37,LOC002,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,75.93,index,valid,synthetic_core,209,575,568,22.11
CORE-CORE_LATENCY_HOURLY-01-38,LOC002,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,41.6,index,valid,synthetic_core,298,531,530,43.36
CORE-CORE_LATENCY_HOURLY-01-39,LOC002,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,60.7,index,valid,synthetic_core,110,431,419,41.08
CORE-CORE_LATENCY_HOURLY-01-40,LOC002,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,73.34,index,valid,synthetic_core,282,209,206,62.32
CORE-CORE_LATENCY_HOURLY-01-41,LOC002,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,55.06,index,valid,synthetic_core,259,294,282,45.13
CORE-CORE_LATENCY_HOURLY-01-42,LOC002,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,39.74,index,valid,synthetic_core,260,219,216,50.91
CORE-CORE_LATENCY_HOURLY-01-43,LOC002,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,64.71,index,valid,synthetic_core,218,246,239,63.91
CORE-CORE_LATENCY_HOURLY-01-44,LOC002,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,75.95,index,valid,synthetic_core,128,470,469,29.38
CORE-CORE_LATENCY_HOURLY-01-45,LOC002,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,104.45,index,degraded,synthetic_core,234,550,549,31.73
CORE-CORE_LATENCY_HOURLY-01-46,LOC002,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,46.89,index,valid,synthetic_core,271,415,407,34.82
CORE-CORE_LATENCY_HOURLY-01-47,LOC002,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,35.03,index,valid,synthetic_core,210,463,461,64.15
CORE-CORE_LATENCY_HOURLY-01-48,LOC002,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,76.38,index,valid,synthetic_core,288,446,441,52.32
CORE-CORE_LATENCY_HOURLY-01-49,LOC002,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,49.34,index,valid,synthetic_core,264,476,469,54.39
CORE-CORE_LATENCY_HOURLY-01-50,LOC002,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,31.26,index,valid,synthetic_core,292,509,506,37.1
CORE-CORE_LATENCY_HOURLY-01-51,LOC002,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,40.37,index,valid,synthetic_core,117,216,208,64.46
CORE-CORE_LATENCY_HOURLY-01-52,LOC002,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,17.31,index,valid,synthetic_core,294,544,533,48.49
CORE-CORE_LATENCY_HOURLY-01-53,LOC002,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,42.94,index,valid,synthetic_core,146,358,346,57.72
CORE-CORE_LATENCY_HOURLY-01-54,LOC002,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.82,index,valid,synthetic_core,149,543,541,51.42
CORE-CORE_LATENCY_HOURLY-01-55,LOC002,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,16.6,index,valid,synthetic_core,260,576,575,42.52
CORE-CORE_LATENCY_HOURLY-01-56,LOC002,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,28.86,index,valid,synthetic_core,119,513,502,28.74
CORE-CORE_LATENCY_HOURLY-01-57,LOC002,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,62.15,index,valid,synthetic_core,259,517,506,53.37
CORE-CORE_LATENCY_HOURLY-01-58,LOC002,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,73.39,index,valid,synthetic_core,208,202,200,54.13
CORE-CORE_LATENCY_HOURLY-01-59,LOC002,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,18.28,index,valid,synthetic_core,177,521,511,42.71
CORE-CORE_LATENCY_HOURLY-01-60,LOC002,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,67.42,index,valid,synthetic_core,256,210,204,28.37
CORE-CORE_LATENCY_HOURLY-01-61,LOC002,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,62.97,index,valid,synthetic_core,214,459,450,20.71
CORE-CORE_LATENCY_HOURLY-01-62,LOC002,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,29.09,index,valid,synthetic_core,237,269,260,38.62
CORE-CORE_LATENCY_HOURLY-01-63,LOC002,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,82.96,index,valid,synthetic_core,187,213,209,22.29
CORE-CORE_LATENCY_HOURLY-01-64,LOC002,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,84.21,index,valid,synthetic_core,272,584,577,53.0
CORE-CORE_LATENCY_HOURLY-01-65,LOC002,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,64.77,index,valid,synthetic_core,159,319,316,34.9
CORE-CORE_LATENCY_HOURLY-01-66,LOC002,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,54.88,index,valid,synthetic_core,150,299,297,33.43
CORE-CORE_LATENCY_HOURLY-01-67,LOC002,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,70.05,index,valid,synthetic_core,296,398,387,24.9
CORE-CORE_LATENCY_HOURLY-01-68,LOC002,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,40.95,index,valid,synthetic_core,115,400,388,28.25
CORE-CORE_LATENCY_HOURLY-01-69,LOC002,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,79.78,index,valid,synthetic_core,240,253,251,28.74
CORE-CORE_LATENCY_HOURLY-01-70,LOC002,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,76.24,index,valid,synthetic_core,268,296,291,22.23
CORE-CORE_LATENCY_HOURLY-01-71,LOC002,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,20.92,index,valid,synthetic_core,116,243,237,37.98
CORE-CORE_LATENCY_HOURLY-02-00,LOC003,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,17.68,index,valid,synthetic_core,225,209,198,32.83
CORE-CORE_LATENCY_HOURLY-02-01,LOC003,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,83.95,index,valid,synthetic_core,143,400,397,34.45
CORE-CORE_LATENCY_HOURLY-02-02,LOC003,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,74.68,index,valid,synthetic_core,103,252,240,66.73
CORE-CORE_LATENCY_HOURLY-02-03,LOC003,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,19.36,index,valid,synthetic_core,116,405,400,41.79
CORE-CORE_LATENCY_HOURLY-02-04,LOC003,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,72.38,index,valid,synthetic_core,286,282,272,42.77
CORE-CORE_LATENCY_HOURLY-02-05,LOC003,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,33.95,index,valid,synthetic_core,223,543,533,57.62
CORE-CORE_LATENCY_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,17.8,index,valid,synthetic_core,290,377,370,29.34
CORE-CORE_LATENCY_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,83.95,index,valid,synthetic_core,120,229,228,38.38
CORE-CORE_LATENCY_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,57.25,index,valid,synthetic_core,234,260,250,45.76
CORE-CORE_LATENCY_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,16.65,index,valid,synthetic_core,174,425,423,32.51
CORE-CORE_LATENCY_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,73.64,index,valid,synthetic_core,223,311,308,64.6
CORE-CORE_LATENCY_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,58.75,index,valid,synthetic_core,226,368,358,24.32
CORE-CORE_LATENCY_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,62.77,index,valid,synthetic_core,110,489,483,65.21
CORE-CORE_LATENCY_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,61.05,index,valid,synthetic_core,237,272,264,53.96
CORE-CORE_LATENCY_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,84.89,index,valid,synthetic_core,287,497,493,33.12
