core_memory_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_MEMORY_HOURLY-00-12,LOC001,DBN,KV1,active,2026-08-18-12,2026-08-18 12:00:00,47.21,index,valid,synthetic_core,149,557,549,24.86
CORE-CORE_MEMORY_HOURLY-00-13,LOC001,DBN,KV1,active,2026-08-18-13,2026-08-18 13:00:00,73.08,index,valid,synthetic_core,262,232,225,53.92
CORE-CORE_MEMORY_HOURLY-00-14,LOC001,DBN,KV1,active,2026-08-18-14,2026-08-18 14:00:00,64.43,index,valid,synthetic_core,160,469,460,53.01
CORE-CORE_MEMORY_HOURLY-00-15,LOC001,DBN,KV1,active,2026-08-18-15,2026-08-18 15:00:00,27.94,index,valid,synthetic_core,270,210,198,46.59
CORE-CORE_MEMORY_HOURLY-00-16,LOC001,DBN,KV1,active,2026-08-18-16,2026-08-18 16:00:00,43.84,index,valid,synthetic_core,250,600,589,64.99
CORE-CORE_MEMORY_HOURLY-00-17,LOC001,DBN,KV1,active,2026-08-18-17,2026-08-18 17:00:00,68.63,index,valid,synthetic_core,101,374,363,40.56
CORE-CORE_MEMORY_HOURLY-00-18,LOC001,DBN,KV1,active,2026-08-18-18,2026-08-18 18:00:00,61.4,index,valid,synthetic_core,261,213,210,47.51
CORE-CORE_MEMORY_HOURLY-00-19,LOC001,DBN,KV1,active,2026-08-18-19,2026-08-18 19:00:00,81.01,index,valid,synthetic_core,222,380,371,51.69
CORE-CORE_MEMORY_HOURLY-00-20,LOC001,DBN,KV1,active,2026-08-18-20,2026-08-18 20:00:00,76.9,index,valid,synthetic_core,228,306,305,26.98
CORE-CORE_MEMORY_HOURLY-00-21,LOC001,DBN,KV1,active,2026-08-18-21,2026-08-18 21:00:00,82.33,index,valid,synthetic_core,157,326,324,49.1
CORE-CORE_MEMORY_HOURLY-00-22,LOC001,DBN,KV1,active,2026-08-18-22,2026-08-18 22:00:00,15.77,index,valid,synthetic_core,214,408,405,37.83
CORE-CORE_MEMORY_HOURLY-00-23,LOC001,DBN,KV1,active,2026-08-18-23,2026-08-18 23:00:00,50.75,index,valid,synthetic_core,237,468,463,56.54
CORE-CORE_MEMORY_HOURLY-00-24,LOC001,DBN,KV1,active,2026-08-19-00,2026-08-19 00:00:00,72.95,index,valid,synthetic_core,113,492,491,53.91
CORE-CORE_MEMORY_HOURLY-00-25,LOC001,DBN,KV1,active,2026-08-19-01,2026-08-19 01:00:00,61.86,index,valid,synthetic_core,265,371,367,62.18
CORE-CORE_MEMORY_HOURLY-00-26,LOC001,DBN,KV1,active,2026-08-19-02,2026-08-19 02:00:00,54.49,index,valid,synthetic_core,274,594,591,37.09
CORE-CORE_MEMORY_HOURLY-00-27,LOC001,DBN,KV1,degraded,2026-08-19-03,2026-08-19 03:00:00,60.31,index,degraded,synthetic_core,100,339,329,26.0
CORE-CORE_MEMORY_HOURLY-00-28,LOC001,DBN,KV1,active,2026-08-19-04,2026-08-19 04:00:00,48.89,index,valid,synthetic_core,234,353,344,65.1
CORE-CORE_MEMORY_HOURLY-00-29,LOC001,DBN,KV1,active,2026-08-19-05,2026-08-19 05:00:00,69.41,index,valid,synthetic_core,213,575,572,22.42
CORE-CORE_MEMORY_HOURLY-00-30,LOC001,DBN,KV1,active,2026-08-19-06,2026-08-19 06:00:00,71.42,index,valid,synthetic_core,300,451,440,67.24
CORE-CORE_MEMORY_HOURLY-00-31,LOC001,DBN,KV1,active,2026-08-19-07,2026-08-19 07:00:00,24.71,index,valid,synthetic_core,126,572,569,30.08
CORE-CORE_MEMORY_HOURLY-00-32,LOC001,DBN,KV1,active,2026-08-19-08,2026-08-19 08:00:00,66.56,index,valid,synthetic_core,205,576,570,43.44
CORE-CORE_MEMORY_HOURLY-00-33,LOC001,DBN,KV1,active,2026-08-19-09,2026-08-19 09:00:00,78.73,index,valid,synthetic_core,264,535,529,54.3
CORE-CORE_MEMORY_HOURLY-00-34,LOC001,DBN,KV1,active,2026-08-19-10,2026-08-19 10:00:00,36.38,index,valid,synthetic_core,138,383,373,31.62
CORE-CORE_MEMORY_HOURLY-00-35,LOC001,DBN,KV1,active,2026-08-19-11,2026-08-19 11:00:00,79.55,index,valid,synthetic_core,172,307,301,45.44
CORE-CORE_MEMORY_HOURLY-00-36,LOC001,DBN,KV1,active,2026-08-19-12,2026-08-19 12:00:00,39.43,index,valid,synthetic_core,164,209,208,31.86
CORE-CORE_MEMORY_HOURLY-00-37,LOC001,DBN,KV1,active,2026-08-19-13,2026-08-19 13:00:00,73.16,index,valid,synthetic_core,199,254,251,41.72
CORE-CORE_MEMORY_HOURLY-00-38,LOC001,DBN,KV1,active,2026-08-19-14,2026-08-19 14:00:00,30.86,index,valid,synthetic_core,241,470,459,60.58
CORE-CORE_MEMORY_HOURLY-00-39,LOC001,DBN,KV1,active,2026-08-19-15,2026-08-19 15:00:00,42.47,index,valid,synthetic_core,205,559,548,40.24
CORE-CORE_MEMORY_HOURLY-00-40,LOC001,DBN,KV1,active,2026-08-19-16,2026-08-19 16:00:00,28.68,index,valid,synthetic_core,267,362,359,39.75
CORE-CORE_MEMORY_HOURLY-00-41,LOC001,DBN,KV1,active,2026-08-19-17,2026-08-19 17:00:00,34.76,index,valid,synthetic_core,178,589,577,30.29
CORE-CORE_MEMORY_HOURLY-00-42,LOC001,DBN,KV1,active,2026-08-19-18,2026-08-19 18:00:00,63.47,index,valid,synthetic_core,290,582,570,39.21
CORE-CORE_MEMORY_HOURLY-00-43,LOC001,DBN,KV1,active,2026-08-19-19,2026-08-19 19:00:00,25.57,index,valid,synthetic_core,266,408,407,26.55
CORE-CORE_MEMORY_HOURLY-00-44,LOC001,DBN,KV1,active,2026-08-19-20,2026-08-19 20:00:00,19.04,index,valid,synthetic_core,219,233,228,26.32
CORE-CORE_MEMORY_HOURLY-00-45,LOC001,DBN,KV1,active,2026-08-19-21,2026-08-19 21:00:00,36.59,index,valid,synthetic_core,277,503,500,54.96
CORE-CORE_MEMORY_HOURLY-00-46,LOC001,DBN,KV1,active,2026-08-19-22,2026-08-19 22:00:00,79.29,index,valid,synthetic_core,269,386,377,58.51
CORE-CORE_MEMORY_HOURLY-00-47,LOC001,DBN,KV1,active,2026-08-19-23,2026-08-19 23:00:00,70.15,index,valid,synthetic_core,102,455,454,32.03
CORE-CORE_MEMORY_HOURLY-00-48,LOC001,DBN,KV1,active,2026-08-20-00,2026-08-20 00:00:00,80.46,index,valid,synthetic_core,165,203,202,39.24
CORE-CORE_MEMORY_HOURLY-00-49,LOC001,DBN,KV1,active,2026-08-20-01,2026-08-20 01:00:00,41.86,index,valid,synthetic_core,205,574,568,40.83
CORE-CORE_MEMORY_HOURLY-00-50,LOC001,DBN,KV1,active,2026-08-20-02,2026-08-20 02:00:00,41.87,index,valid,synthetic_core,297,452,444,67.82
CORE-CORE_MEMORY_HOURLY-00-51,LOC001,DBN,KV1,active,2026-08-20-03,2026-08-20 03:00:00,25.61,index,valid,synthetic_core,274,311,305,21.19
CORE-CORE_MEMORY_HOURLY-00-52,LOC001,DBN,KV1,active,2026-08-20-04,2026-08-20 04:00:00,65.42,index,valid,synthetic_core,176,354,350,26.46
CORE-CORE_MEMORY_HOURLY-00-53,LOC001,DBN,KV1,active,2026-08-20-05,2026-08-20 05:00:00,30.47,index,valid,synthetic_core,206,350,346,47.74
CORE-CORE_MEMORY_HOURLY-00-54,LOC001,DBN,KV1,active,2026-08-20-06,2026-08-20 06:00:00,27.92,index,valid,synthetic_core,188,535,526,23.18
CORE-CORE_MEMORY_HOURLY-00-55,LOC001,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,44.7,index,valid,synthetic_core,166,234,231,57.35
CORE-CORE_MEMORY_HOURLY-00-56,LOC001,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,42.15,index,valid,synthetic_core,104,221,218,42.28
CORE-CORE_MEMORY_HOURLY-00-57,LOC001,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,35.7,index,valid,synthetic_core,231,580,572,43.85
CORE-CORE_MEMORY_HOURLY-00-58,LOC001,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,27.37,index,valid,synthetic_core,181,277,271,35.83
CORE-CORE_MEMORY_HOURLY-00-59,LOC001,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,49.43,index,valid,synthetic_core,236,233,226,55.34
CORE-CORE_MEMORY_HOURLY-00-60,LOC001,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,60.94,index,valid,synthetic_core,104,590,578,46.91
CORE-CORE_MEMORY_HOURLY-00-61,LOC001,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,79.32,index,valid,synthetic_core,122,389,387,57.74
CORE-CORE_MEMORY_HOURLY-00-62,LOC001,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,38.8,index,valid,synthetic_core,300,330,323,61.35
CORE-CORE_MEMORY_HOURLY-00-63,LOC001,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,65.71,index,valid,synthetic_core,102,362,361,29.41
CORE-CORE_MEMORY_HOURLY-00-64,LOC001,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,49.87,index,valid,synthetic_core,179,584,577,46.65
CORE-CORE_MEMORY_HOURLY-00-65,LOC001,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,40.28,index,valid,synthetic_core,251,458,448,55.36
CORE-CORE_MEMORY_HOURLY-00-66,LOC001,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,42.18,index,valid,synthetic_core,300,295,284,26.76
CORE-CORE_MEMORY_HOURLY-00-67,LOC001,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,35.08,index,valid,synthetic_core,221,361,350,39.72
CORE-CORE_MEMORY_HOURLY-00-68,LOC001,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,47.32,index,valid,synthetic_core,176,396,389,50.03
CORE-CORE_MEMORY_HOURLY-00-69,LOC001,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,57.84,index,valid,synthetic_core,296,267,262,41.54
CORE-CORE_MEMORY_HOURLY-00-70,LOC001,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,33.94,index,valid,synthetic_core,296,556,551,48.99
CORE-CORE_MEMORY_HOURLY-00-71,LOC001,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,81.72,index,valid,synthetic_core,127,422,413,39.42
CORE-CORE_MEMORY_HOURLY-01-00,LOC002,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,48.11,index,valid,synthetic_core,296,600,592,41.63
CORE-CORE_MEMORY_HOURLY-01-01,LOC002,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,23.79,index,valid,synthetic_core,265,256,252,44.95
CORE-CORE_MEMORY_HOURLY-01-02,LOC002,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,23.4,index,valid,synthetic_core,284,521,509,68.95
CORE-CORE_MEMORY_HOURLY-01-03,LOC002,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,83.76,index,valid,synthetic_core,145,284,272,47.89
CORE-CORE_MEMORY_HOURLY-01-04,LOC002,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,40.89,index,valid,synthetic_core,288,453,448,68.82
CORE-CORE_MEMORY_HOURLY-01-05,LOC002,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,75.34,index,valid,synthetic_core,168,485,481,58.81
CORE-CORE_MEMORY_HOURLY-01-06,LOC002,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,69.17,index,valid,synthetic_core,215,405,396,66.24
CORE-CORE_MEMORY_HOURLY-01-07,LOC002,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,64.56,index,valid,synthetic_core,282,205,196,62.66
CORE-CORE_MEMORY_HOURLY-01-08,LOC002,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,69.43,index,valid,synthetic_core,203,365,361,38.43
CORE-CORE_MEMORY_HOURLY-01-09,LOC002,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,79.32,index,valid,synthetic_core,246,317,311,43.6
CORE-CORE_MEMORY_HOURLY-01-10,LOC002,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,47.44,index,valid,synthetic_core,130,514,506,45.87
CORE-CORE_MEMORY_HOURLY-01-11,LOC002,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,43.62,index,valid,synthetic_core,155,348,336,40.44
CORE-CORE_MEMORY_HOURLY-01-12,LOC002,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,43.08,index,valid,synthetic_core,200,463,455,58.89
CORE-CORE_MEMORY_HOURLY-01-13,LOC002,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,41.26,index,valid,synthetic_core,196,337,330,35.51
CORE-CORE_MEMORY_HOURLY-01-14,LOC002,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,43.43,index,valid,synthetic_core,299,383,379,46.85
CORE-CORE_MEMORY_HOURLY-01-15,LOC002,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,82.82,index,valid,synthetic_core,189,400,397,42.28
CORE-CORE_MEMORY_HOURLY-01-16,LOC002,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,15.27,index,valid,synthetic_core,217,544,534,28.24
CORE-CORE_MEMORY_HOURLY-01-17,LOC002,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,77.3,index,valid,synthetic_core,202,541,538,22.95
CORE-CORE_MEMORY_HOURLY-01-18,LOC002,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,80.11,index,valid,synthetic_core,150,384,378,47.94
CORE-CORE_MEMORY_HOURLY-01-19,LOC002,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,65.57,index,valid,synthetic_core,209,206,196,52.82
CORE-CORE_MEMORY_HOURLY-01-20,LOC002,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,46.23,index,valid,synthetic_core,220,559,557,24.73
CORE-CORE_MEMORY_HOURLY-01-21,LOC002,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,79.85,index,valid,synthetic_core,281,548,540,66.43
CORE-CORE_MEMORY_HOURLY-01-22,LOC002,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,82.65,index,valid,synthetic_core,212,401,398,56.87
CORE-CORE_MEMORY_HOURLY-01-23,LOC002,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,38.45,index,valid,synthetic_core,127,363,361,46.32
CORE-CORE_MEMORY_HOURLY-01-24,LOC002,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,72.89,index,valid,synthetic_core,112,382,376,53.75
CORE-CORE_MEMORY_HOURLY-01-25,LOC002,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,39.75,index,valid,synthetic_core,282,403,398,49.17
CORE-CORE_MEMORY_HOURLY-01-26,LOC002,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,73.5,index,valid,synthetic_core,181,301,300,57.52
CORE-CORE_MEMORY_HOURLY-01-27,LOC002,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,58.93,index,valid,synthetic_core,287,413,404,36.98
CORE-CORE_MEMORY_HOURLY-01-28,LOC002,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,31.43,index,valid,synthetic_core,300,510,507,47.1
CORE-CORE_MEMORY_HOURLY-01-29,LOC002,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,59.86,index,valid,synthetic_core,187,563,553,28.18
CORE-CORE_MEMORY_HOURLY-01-30,LOC002,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,48.55,index,valid,synthetic_core,262,381,372,59.69
CORE-CORE_MEMORY_HOURLY-01-31,LOC002,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,24.7,index,valid,synthetic_core,280,572,563,50.28
CORE-CORE_MEMORY_HOURLY-01-32,LOC002,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,76.62,index,valid,synthetic_core,105,528,518,49.65
CORE-CORE_MEMORY_HOURLY-01-33,LOC002,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,66.52,index,valid,synthetic_core,201,238,233,21.53
CORE-CORE_MEMORY_HOURLY-01-34,LOC002,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,55.23,index,valid,synthetic_core,100,484,477,68.1
CORE-CORE_MEMORY_HOURLY-01-35,LOC002,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,63.65,index,valid,synthetic_core,174,276,273,65.97
CORE-CORE_MEMORY_HOURLY-01-36,LOC002,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,27.78,index,valid,synthetic_core,295,485,475,27.95
CORE-CORE_MEMORY_HOURLY-01-37,LOC002,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,59.05,index,valid,synthetic_core,285,399,389,31.31
CORE-CORE_MEMORY_HOURLY-01-38,LOC002,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,78.79,index,valid,synthetic_core,283,434,424,65.0
CORE-CORE_MEMORY_HOURLY-01-39,LOC002,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,46.19,index,valid,synthetic_core,282,588,578,65.92
CORE-CORE_MEMORY_HOURLY-01-40,LOC002,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,73.48,index,valid,synthetic_core,223,309,304,62.02
CORE-CORE_MEMORY_HOURLY-01-41,LOC002,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,77.75,index,valid,synthetic_core,189,211,205,46.29
CORE-CORE_MEMORY_HOURLY-01-42,LOC002,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,44.34,index,valid,synthetic_core,203,521,509,39.57
CORE-CORE_MEMORY_HOURLY-01-43,LOC002,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,33.27,index,valid,synthetic_core,120,548,542,54.42
CORE-CORE_MEMORY_HOURLY-01-44,LOC002,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,36.84,index,valid,synthetic_core,242,541,534,57.34
CORE-CORE_MEMORY_HOURLY-01-45,LOC002,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,90.82,index,degraded,synthetic_core,149,201,193,48.33
CORE-CORE_MEMORY_HOURLY-01-46,LOC002,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,35.0,index,valid,synthetic_core,227,228,217,57.42
CORE-CORE_MEMORY_HOURLY-01-47,LOC002,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,75.84,index,valid,synthetic_core,295,399,390,30.44
CORE-CORE_MEMORY_HOURLY-01-48,LOC002,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,80.14,index,valid,synthetic_core,227,304,301,38.13
CORE-CORE_MEMORY_HOURLY-01-49,LOC002,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,77.6,index,valid,synthetic_core,117,200,197,22.35
CORE-CORE_MEMORY_HOURLY-01-50,LOC002,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,43.34,index,valid,synthetic_core,246,209,206,34.78
CORE-CORE_MEMORY_HOURLY-01-51,LOC002,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,40.93,index,valid,synthetic_core,182,566,555,23.45
CORE-CORE_MEMORY_HOURLY-01-52,LOC002,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,23.16,index,valid,synthetic_core,195,274,263,29.44
CORE-CORE_MEMORY_HOURLY-01-53,LOC002,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,44.65,index,valid,synthetic_core,294,353,346,38.93
CORE-CORE_MEMORY_HOURLY-01-54,LOC002,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,22.58,index,valid,synthetic_core,217,439,428,26.98
CORE-CORE_MEMORY_HOURLY-01-55,LOC002,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,72.93,index,valid,synthetic_core,298,227,223,36.01
CORE-CORE_MEMORY_HOURLY-01-56,LOC002,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,62.33,index,valid,synthetic_core,116,452,451,59.12
CORE-CORE_MEMORY_HOURLY-01-57,LOC002,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,33.56,index,valid,synthetic_core,229,320,308,56.32
CORE-CORE_MEMORY_HOURLY-01-58,LOC002,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,45.37,index,valid,synthetic_core,149,549,544,30.1
CORE-CORE_MEMORY_HOURLY-01-59,LOC002,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,44.14,index,valid,synthetic_core,200,567,566,47.21
CORE-CORE_MEMORY_HOURLY-01-60,LOC002,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,34.19,index,valid,synthetic_core,258,325,324,63.82
CORE-CORE_MEMORY_HOURLY-01-61,LOC002,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,21.52,index,valid,synthetic_core,298,289,288,69.02
CORE-CORE_MEMORY_HOURLY-01-62,LOC002,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,25.95,index,valid,synthetic_core,276,202,196,58.49
CORE-CORE_MEMORY_HOURLY-01-63,LOC002,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,30.9,index,valid,synthetic_core,278,436,429,68.81
CORE-CORE_MEMORY_HOURLY-01-64,LOC002,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,68.84,index,valid,synthetic_core,268,408,396,64.47
CORE-CORE_MEMORY_HOURLY-01-65,LOC002,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,47.19,index,valid,synthetic_core,100,338,326,66.16
CORE-CORE_MEMORY_HOURLY-01-66,LOC002,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,81.79,index,valid,synthetic_core,213,304,294,50.37
CORE-CORE_MEMORY_HOURLY-01-67,LOC002,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,26.64,index,valid,synthetic_core,159,368,356,42.47
CORE-CORE_MEMORY_HOURLY-01-68,LOC002,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,78.61,index,valid,synthetic_core,142,278,275,45.58
CORE-CORE_MEMORY_HOURLY-01-69,LOC002,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,43.14,index,valid,synthetic_core,163,215,208,21.97
CORE-CORE_MEMORY_HOURLY-01-70,LOC002,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,32.99,index,valid,synthetic_core,171,342,340,33.41
CORE-CORE_MEMORY_HOURLY-01-71,LOC002,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,44.68,index,valid,synthetic_core,210,598,586,30.42
CORE-CORE_MEMORY_HOURLY-02-00,LOC003,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,29.57,index,valid,synthetic_core,187,505,496,21.92
CORE-CORE_MEMORY_HOURLY-02-01,LOC003,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,54.62,index,valid,synthetic_core,255,214,211,54.38
CORE-CORE_MEMORY_HOURLY-02-02,LOC003,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,51.4,index,valid,synthetic_core,163,417,415,29.58
CORE-CORE_MEMORY_HOURLY-02-03,LOC003,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,58.63,index,valid,synthetic_core,118,533,527,61.76
CORE-CORE_MEMORY_HOURLY-02-04,LOC003,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,66.49,index,valid,synthetic_core,298,379,375,31.17
CORE-CORE_MEMORY_HOURLY-02-05,LOC003,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,27.23,index,valid,synthetic_core,177,337,331,32.14
CORE-CORE_MEMORY_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,73.59,index,valid,synthetic_core,125,247,241,55.03
CORE-CORE_MEMORY_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,29.25,index,valid,synthetic_core,210,560,549,45.65
CORE-CORE_MEMORY_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,58.13,index,valid,synthetic_core,172,253,247,48.25
CORE-CORE_MEMORY_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,40.54,index,valid,synthetic_core,188,322,320,47.29
CORE-CORE_MEMORY_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,52.95,index,valid,synthetic_core,135,503,496,21.98
CORE-CORE_MEMORY_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.43,index,valid,synthetic_core,133,213,208,61.65
CORE-CORE_MEMORY_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,24.14,index,valid,synthetic_core,234,285,279,43.54
CORE-CORE_MEMORY_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,29.91,index,valid,synthetic_core,139,543,534,53.4
CORE-CORE_MEMORY_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.95,index,valid,synthetic_core,180,429,420,25.26
