accounting_id,session_id,account_id,start_time,stop_time,date_hour,nas_ip,assigned_ip,upload_mb,download_mb,duration_s,terminate_cause,dropped_packet,timestamp,hostname,ip,sbr_server,start,acct_start_current_rate,acct_start_average_rate,acct_start_peak_rate,stop,acct_stop_current_rate,acct_stop_average_rate,acct_stop_peak_rate,interim,_acct_interim_current_rate,acct_interim_average_rate,acct_interim_peak_rate,invalid_request,invalid_client,total_retry_packets,total_transactions,transactions_retried,on_status,off_status,invalid_shared_secret,insufficient_resources,proxy_failure,acct_interim_current_rate
ACCT007001,SES007001,ACC0008,2026-08-18 01:00:00,2026-08-18 01:34:20,2026-08-18-01,10.0.7.1,100.64.0.7,407.74,473.74,2060,user_request,0,2026-08-18 01:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010001,SES010001,ACC0011,2026-08-18 01:00:00,2026-08-18 01:20:52,2026-08-18-01,10.0.10.1,100.64.0.10,47.5,1909.43,1252,user_request,2,2026-08-18 01:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013001,SES013001,ACC0014,2026-08-18 01:00:00,2026-08-18 01:21:29,2026-08-18-01,10.0.13.1,100.64.0.13,213.0,2783.43,1289,user_request,3,2026-08-18 01:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016001,SES016001,ACC0017,2026-08-18 01:00:00,2026-08-18 01:26:49,2026-08-18-01,10.0.16.1,100.64.0.16,320.0,2897.56,1609,user_request,3,2026-08-18 01:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019001,SES019001,ACC0020,2026-08-18 01:00:00,2026-08-18 01:52:14,2026-08-18-01,10.0.19.1,100.64.0.19,312.93,183.52,3134,user_request,3,2026-08-18 01:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022001,SES022001,ACC0023,2026-08-18 01:00:00,2026-08-18 01:23:41,2026-08-18-01,10.0.22.1,100.64.0.22,319.64,286.96,1421,user_request,3,2026-08-18 01:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025001,SES025001,ACC0026,2026-08-18 01:00:00,2026-08-18 01:49:12,2026-08-18-01,10.0.25.1,100.64.0.25,427.12,2182.97,2952,user_request,3,2026-08-18 01:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT028001,SES028001,ACC0029,2026-08-18 01:00:00,2026-08-18 01:24:48,2026-08-18-01,10.0.28.1,100.64.0.28,339.81,1194.85,1488,user_request,2,2026-08-18 01:00:00,radius-kha,10.0.28.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT002002,SES002002,ACC0003,2026-08-18 02:00:00,2026-08-18 02:53:45,2026-08-18-02,10.0.2.1,100.64.0.2,344.3,400.39,3225,user_request,0,2026-08-18 02:00:00,radius-dbn,10.0.2.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT005002,SES005002,ACC0006,2026-08-18 02:00:00,2026-08-18 02:21:53,2026-08-18-02,10.0.5.1,100.64.0.5,470.92,181.12,1313,user_request,0,2026-08-18 02:00:00,radius-sla,10.0.5.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT008002,SES008002,ACC0009,2026-08-18 02:00:00,2026-08-18 02:53:05,2026-08-18-02,10.0.8.1,100.64.0.8,465.0,1037.1,3185,user_request,0,2026-08-18 02:00:00,radius-sla,10.0.8.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT011002,SES011002,ACC0012,2026-08-18 02:00:00,2026-08-18 02:41:59,2026-08-18-02,10.0.11.1,100.64.0.11,213.64,1492.07,2519,user_request,3,2026-08-18 02:00:00,radius-cmu,10.0.11.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT014002,SES014002,ACC0015,2026-08-18 02:00:00,2026-08-18 02:39:49,2026-08-18-02,10.0.14.1,100.64.0.14,358.44,2662.65,2389,user_request,0,2026-08-18 02:00:00,radius-cmu,10.0.14.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT017002,SES017002,ACC0018,2026-08-18 02:00:00,2026-08-18 02:34:35,2026-08-18-02,10.0.17.1,100.64.0.17,253.8,2909.58,2075,user_request,3,2026-08-18 02:00:00,radius-nbh,10.0.17.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT020002,SES020002,ACC0021,2026-08-18 02:00:00,2026-08-18 02:32:55,2026-08-18-02,10.0.20.1,100.64.0.20,347.13,790.9,1975,user_request,2,2026-08-18 02:00:00,radius-hcm,10.0.20.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT023002,SES023002,ACC0024,2026-08-18 02:00:00,2026-08-18 02:25:15,2026-08-18-02,10.0.23.1,100.64.0.23,175.93,1416.2,1515,user_request,1,2026-08-18 02:00:00,radius-hcm,10.0.23.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT026002,SES026002,ACC0027,2026-08-18 02:00:00,2026-08-18 02:37:14,2026-08-18-02,10.0.26.1,100.64.0.26,426.89,1270.58,2234,user_request,0,2026-08-18 02:00:00,radius-kha,10.0.26.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT029002,SES029002,ACC0030,2026-08-18 02:00:00,2026-08-18 02:24:31,2026-08-18-02,10.0.29.1,100.64.0.29,242.41,1857.05,1471,user_request,2,2026-08-18 02:00:00,radius-kha,10.0.29.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT000003,SES000003,ACC0001,2026-08-18 03:00:00,2026-08-18 03:54:13,2026-08-18-03,10.0.0.1,100.64.0.0,386.47,708.41,3253,user_request,0,2026-08-18 03:00:00,radius-dbn,10.0.0.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT003003,SES003003,ACC0004,2026-08-18 03:00:00,2026-08-18 03:23:46,2026-08-18-03,10.0.3.1,100.64.0.3,340.1,1934.62,1426,user_request,3,2026-08-18 03:00:00,radius-dbn,10.0.3.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT006003,SES006003,ACC0007,2026-08-18 03:00:00,2026-08-18 03:55:09,2026-08-18-03,10.0.6.1,100.64.0.6,333.91,373.26,3309,user_request,0,2026-08-18 03:00:00,radius-sla,10.0.6.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT009003,SES009003,ACC0010,2026-08-18 03:00:00,2026-08-18 03:37:22,2026-08-18-03,10.0.9.1,100.64.0.9,480.59,477.02,2242,user_request,2,2026-08-18 03:00:00,radius-sla,10.0.9.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT012003,SES012003,ACC0013,2026-08-18 03:00:00,2026-08-18 03:52:11,2026-08-18-03,10.0.12.1,100.64.0.12,318.68,1961.44,3131,user_request,2,2026-08-18 03:00:00,radius-cmu,10.0.12.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT015003,SES015003,ACC0016,2026-08-18 03:00:00,2026-08-18 03:44:27,2026-08-18-03,10.0.15.1,100.64.0.15,179.92,269.4,2667,user_request,3,2026-08-18 03:00:00,radius-nbh,10.0.15.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT018003,SES018003,ACC0019,2026-08-18 03:00:00,2026-08-18 03:34:40,2026-08-18-03,10.0.18.1,100.64.0.18,164.45,918.19,2080,user_request,0,2026-08-18 03:00:00,radius-nbh,10.0.18.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT021003,SES021003,ACC0022,2026-08-18 03:00:00,2026-08-18 03:38:43,2026-08-18-03,10.0.21.1,100.64.0.21,174.09,502.78,2323,user_request,1,2026-08-18 03:00:00,radius-hcm,10.0.21.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT024003,SES024003,ACC0025,2026-08-18 03:00:00,2026-08-18 03:45:18,2026-08-18-03,10.0.24.1,100.64.0.24,78.64,2696.26,2718,user_request,3,2026-08-18 03:00:00,radius-hcm,10.0.24.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT027003,SES027003,ACC0028,2026-08-18 03:00:00,2026-08-18 03:47:59,2026-08-18-03,10.0.27.1,100.64.0.27,348.54,484.87,2879,user_request,3,2026-08-18 03:00:00,radius-kha,10.0.27.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT001004,SES001004,ACC0002,2026-08-18 04:00:00,2026-08-18 04:35:20,2026-08-18-04,10.0.1.1,100.64.0.1,37.55,2173.63,2120,user_request,1,2026-08-18 04:00:00,radius-dbn,10.0.1.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT004004,SES004004,ACC0005,2026-08-18 04:00:00,2026-08-18 04:33:55,2026-08-18-04,10.0.4.1,100.64.0.4,308.27,1127.79,2035,user_request,1,2026-08-18 04:00:00,radius-dbn,10.0.4.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT007004,SES007004,ACC0008,2026-08-18 04:00:00,2026-08-18 04:24:30,2026-08-18-04,10.0.7.1,100.64.0.7,214.88,1377.18,1470,user_request,3,2026-08-18 04:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010004,SES010004,ACC0011,2026-08-18 04:00:00,2026-08-18 04:48:41,2026-08-18-04,10.0.10.1,100.64.0.10,373.98,853.82,2921,user_request,0,2026-08-18 04:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013004,SES013004,ACC0014,2026-08-18 04:00:00,2026-08-18 04:26:48,2026-08-18-04,10.0.13.1,100.64.0.13,473.72,2550.91,1608,user_request,3,2026-08-18 04:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016004,SES016004,ACC0017,2026-08-18 04:00:00,2026-08-18 04:54:04,2026-08-18-04,10.0.16.1,100.64.0.16,132.18,2224.56,3244,user_request,1,2026-08-18 04:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019004,SES019004,ACC0020,2026-08-18 04:00:00,2026-08-18 04:51:55,2026-08-18-04,10.0.19.1,100.64.0.19,439.55,342.28,3115,user_request,0,2026-08-18 04:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022004,SES022004,ACC0023,2026-08-18 04:00:00,2026-08-18 04:43:19,2026-08-18-04,10.0.22.1,100.64.0.22,244.54,957.9,2599,user_request,1,2026-08-18 04:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025004,SES025004,ACC0026,2026-08-18 04:00:00,2026-08-18 04:45:56,2026-08-18-04,10.0.25.1,100.64.0.25,175.36,673.79,2756,user_request,2,2026-08-18 04:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT028004,SES028004,ACC0029,2026-08-18 04:00:00,2026-08-18 04:47:33,2026-08-18-04,10.0.28.1,100.64.0.28,326.89,1114.88,2853,user_request,3,2026-08-18 04:00:00,radius-kha,10.0.28.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT002005,SES002005,ACC0003,2026-08-18 05:00:00,2026-08-18 05:36:42,2026-08-18-05,10.0.2.1,100.64.0.2,167.21,1339.12,2202,user_request,2,2026-08-18 05:00:00,radius-dbn,10.0.2.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT005005,SES005005,ACC0006,2026-08-18 05:00:00,2026-08-18 05:35:07,2026-08-18-05,10.0.5.1,100.64.0.5,342.21,688.01,2107,user_request,1,2026-08-18 05:00:00,radius-sla,10.0.5.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT008005,SES008005,ACC0009,2026-08-18 05:00:00,2026-08-18 05:38:22,2026-08-18-05,10.0.8.1,100.64.0.8,205.31,2057.87,2302,user_request,3,2026-08-18 05:00:00,radius-sla,10.0.8.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT011005,SES011005,ACC0012,2026-08-18 05:00:00,2026-08-18 05:25:15,2026-08-18-05,10.0.11.1,100.64.0.11,343.58,1970.0,1515,user_request,0,2026-08-18 05:00:00,radius-cmu,10.0.11.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT014005,SES014005,ACC0015,2026-08-18 05:00:00,2026-08-18 05:29:52,2026-08-18-05,10.0.14.1,100.64.0.14,48.48,631.14,1792,user_request,3,2026-08-18 05:00:00,radius-cmu,10.0.14.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT017005,SES017005,ACC0018,2026-08-18 05:00:00,2026-08-18 05:45:11,2026-08-18-05,10.0.17.1,100.64.0.17,317.28,722.57,2711,user_request,3,2026-08-18 05:00:00,radius-nbh,10.0.17.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT020005,SES020005,ACC0021,2026-08-18 05:00:00,2026-08-18 05:38:22,2026-08-18-05,10.0.20.1,100.64.0.20,370.11,2390.34,2302,user_request,1,2026-08-18 05:00:00,radius-hcm,10.0.20.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT023005,SES023005,ACC0024,2026-08-18 05:00:00,2026-08-18 05:40:08,2026-08-18-05,10.0.23.1,100.64.0.23,464.28,1199.47,2408,user_request,3,2026-08-18 05:00:00,radius-hcm,10.0.23.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT026005,SES026005,ACC0027,2026-08-18 05:00:00,2026-08-18 05:53:39,2026-08-18-05,10.0.26.1,100.64.0.26,430.96,1829.36,3219,user_request,0,2026-08-18 05:00:00,radius-kha,10.0.26.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT029005,SES029005,ACC0030,2026-08-18 05:00:00,2026-08-18 05:53:49,2026-08-18-05,10.0.29.1,100.64.0.29,32.51,1058.64,3229,user_request,3,2026-08-18 05:00:00,radius-kha,10.0.29.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT000006,SES000006,ACC0001,2026-08-18 06:00:00,2026-08-18 06:42:26,2026-08-18-06,10.0.0.1,100.64.0.0,92.79,2063.73,2546,user_request,3,2026-08-18 06:00:00,radius-dbn,10.0.0.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT003006,SES003006,ACC0004,2026-08-18 06:00:00,2026-08-18 06:26:20,2026-08-18-06,10.0.3.1,100.64.0.3,163.17,2508.76,1580,user_request,3,2026-08-18 06:00:00,radius-dbn,10.0.3.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT006006,SES006006,ACC0007,2026-08-18 06:00:00,2026-08-18 06:40:02,2026-08-18-06,10.0.6.1,100.64.0.6,370.8,745.02,2402,user_request,1,2026-08-18 06:00:00,radius-sla,10.0.6.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT009006,SES009006,ACC0010,2026-08-18 06:00:00,2026-08-18 06:54:23,2026-08-18-06,10.0.9.1,100.64.0.9,395.99,110.04,3263,user_request,1,2026-08-18 06:00:00,radius-sla,10.0.9.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT012006,SES012006,ACC0013,2026-08-18 06:00:00,2026-08-18 06:45:11,2026-08-18-06,10.0.12.1,100.64.0.12,154.39,606.77,2711,user_request,3,2026-08-18 06:00:00,radius-cmu,10.0.12.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT015006,SES015006,ACC0016,2026-08-18 06:00:00,2026-08-18 06:44:14,2026-08-18-06,10.0.15.1,100.64.0.15,57.57,1005.23,2654,user_request,1,2026-08-18 06:00:00,radius-nbh,10.0.15.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT018006,SES018006,ACC0019,2026-08-18 06:00:00,2026-08-18 06:22:39,2026-08-18-06,10.0.18.1,100.64.0.18,333.08,2570.87,1359,user_request,1,2026-08-18 06:00:00,radius-nbh,10.0.18.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT021006,SES021006,ACC0022,2026-08-18 06:00:00,2026-08-18 06:32:59,2026-08-18-06,10.0.21.1,100.64.0.21,255.04,1463.47,1979,user_request,0,2026-08-18 06:00:00,radius-hcm,10.0.21.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT024006,SES024006,ACC0025,2026-08-18 06:00:00,2026-08-18 06:38:08,2026-08-18-06,10.0.24.1,100.64.0.24,305.95,2804.82,2288,user_request,2,2026-08-18 06:00:00,radius-hcm,10.0.24.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT027006,SES027006,ACC0028,2026-08-18 06:00:00,2026-08-18 06:52:06,2026-08-18-06,10.0.27.1,100.64.0.27,262.81,2823.12,3126,user_request,3,2026-08-18 06:00:00,radius-kha,10.0.27.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT001007,SES001007,ACC0002,2026-08-18 07:00:00,2026-08-18 07:32:30,2026-08-18-07,10.0.1.1,100.64.0.1,385.82,1933.45,1950,user_request,2,2026-08-18 07:00:00,radius-dbn,10.0.1.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT004007,SES004007,ACC0005,2026-08-18 07:00:00,2026-08-18 07:58:20,2026-08-18-07,10.0.4.1,100.64.0.4,247.29,2561.84,3500,user_request,1,2026-08-18 07:00:00,radius-dbn,10.0.4.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT007007,SES007007,ACC0008,2026-08-18 07:00:00,2026-08-18 07:27:03,2026-08-18-07,10.0.7.1,100.64.0.7,170.58,2636.51,1623,user_request,2,2026-08-18 07:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010007,SES010007,ACC0011,2026-08-18 07:00:00,2026-08-18 07:37:56,2026-08-18-07,10.0.10.1,100.64.0.10,473.4,198.1,2276,user_request,0,2026-08-18 07:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013007,SES013007,ACC0014,2026-08-18 07:00:00,2026-08-18 07:56:58,2026-08-18-07,10.0.13.1,100.64.0.13,174.79,1335.14,3418,user_request,1,2026-08-18 07:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016007,SES016007,ACC0017,2026-08-18 07:00:00,2026-08-18 07:47:32,2026-08-18-07,10.0.16.1,100.64.0.16,260.81,1236.92,2852,user_request,2,2026-08-18 07:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019007,SES019007,ACC0020,2026-08-18 07:00:00,2026-08-18 07:37:54,2026-08-18-07,10.0.19.1,100.64.0.19,367.14,2606.84,2274,user_request,2,2026-08-18 07:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022007,SES022007,ACC0023,2026-08-18 07:00:00,2026-08-18 07:32:46,2026-08-18-07,10.0.22.1,100.64.0.22,465.63,2182.6,1966,user_request,0,2026-08-18 07:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025007,SES025007,ACC0026,2026-08-18 07:00:00,2026-08-18 07:22:21,2026-08-18-07,10.0.25.1,100.64.0.25,177.61,1427.25,1341,user_request,3,2026-08-18 07:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT028007,SES028007,ACC0029,2026-08-18 07:00:00,2026-08-18 07:55:49,2026-08-18-07,10.0.28.1,100.64.0.28,201.26,703.57,3349,user_request,0,2026-08-18 07:00:00,radius-kha,10.0.28.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT002008,SES002008,ACC0003,2026-08-18 08:00:00,2026-08-18 08:32:20,2026-08-18-08,10.0.2.1,100.64.0.2,334.55,2769.43,1940,user_request,0,2026-08-18 08:00:00,radius-dbn,10.0.2.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT005008,SES005008,ACC0006,2026-08-18 08:00:00,2026-08-18 08:34:10,2026-08-18-08,10.0.5.1,100.64.0.5,193.12,2165.76,2050,user_request,1,2026-08-18 08:00:00,radius-sla,10.0.5.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT008008,SES008008,ACC0009,2026-08-18 08:00:00,2026-08-18 08:30:23,2026-08-18-08,10.0.8.1,100.64.0.8,225.73,2851.67,1823,user_request,1,2026-08-18 08:00:00,radius-sla,10.0.8.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT011008,SES011008,ACC0012,2026-08-18 08:00:00,2026-08-18 08:37:15,2026-08-18-08,10.0.11.1,100.64.0.11,295.72,2234.94,2235,user_request,0,2026-08-18 08:00:00,radius-cmu,10.0.11.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
