date_hour_o,record_time,duration,ne_id,created_date,uptime,uptime_delta,uptime_wanppp,uptime_wanppp_delta,date_hour
2026-08-18-19,2026-08-18 19:00:00,10800,NE0026,2026-08-18 19:00:00,154800,10800,154700,10800,2026-08-18-19
2026-08-18-19,2026-08-18 19:00:00,10800,NE0029,2026-08-18 19:00:00,154800,10800,154700,10800,2026-08-18-19
2026-08-18-20,2026-08-18 20:00:00,10800,NE0003,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0006,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0009,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0012,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0015,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0018,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0021,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0024,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0027,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-20,2026-08-18 20:00:00,10800,NE0030,2026-08-18 20:00:00,158400,10800,158300,10800,2026-08-18-20
2026-08-18-21,2026-08-18 21:00:00,10800,NE0001,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0004,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0007,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0010,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0013,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0016,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
