download_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-DOWNLOAD_HOURLY-00-55,PLAN01,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,30.48,index,valid,synthetic_qos,225,221,41.2,0
QOS-DOWNLOAD_HOURLY-00-56,PLAN01,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,72.0,index,valid,synthetic_qos,189,182,22.44,0
QOS-DOWNLOAD_HOURLY-00-57,PLAN01,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,81.79,index,valid,synthetic_qos,112,107,40.49,0
QOS-DOWNLOAD_HOURLY-00-58,PLAN01,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,64.66,index,valid,synthetic_qos,397,393,30.68,0
QOS-DOWNLOAD_HOURLY-00-59,PLAN01,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,66.79,index,valid,synthetic_qos,304,303,29.19,0
QOS-DOWNLOAD_HOURLY-00-60,PLAN01,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,53.26,index,valid,synthetic_qos,154,144,36.72,0
QOS-DOWNLOAD_HOURLY-00-61,PLAN01,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,84.84,index,valid,synthetic_qos,335,333,37.95,0
QOS-DOWNLOAD_HOURLY-00-62,PLAN01,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,67.08,index,valid,synthetic_qos,344,339,29.78,0
QOS-DOWNLOAD_HOURLY-00-63,PLAN01,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,84.92,index,valid,synthetic_qos,330,322,44.26,0
QOS-DOWNLOAD_HOURLY-00-64,PLAN01,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,79.1,index,valid,synthetic_qos,202,196,31.65,0
QOS-DOWNLOAD_HOURLY-00-65,PLAN01,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,65.9,index,valid,synthetic_qos,320,314,36.93,0
QOS-DOWNLOAD_HOURLY-00-66,PLAN01,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,24.84,index,valid,synthetic_qos,394,392,22.16,0
QOS-DOWNLOAD_HOURLY-00-67,PLAN01,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,44.66,index,valid,synthetic_qos,365,359,20.58,0
QOS-DOWNLOAD_HOURLY-00-68,PLAN01,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,81.53,index,valid,synthetic_qos,218,209,35.97,0
QOS-DOWNLOAD_HOURLY-00-69,PLAN01,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,48.4,index,valid,synthetic_qos,247,246,35.01,0
QOS-DOWNLOAD_HOURLY-00-70,PLAN01,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.67,index,valid,synthetic_qos,298,289,42.4,0
QOS-DOWNLOAD_HOURLY-00-71,PLAN01,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,66.69,index,valid,synthetic_qos,186,184,39.9,0
QOS-DOWNLOAD_HOURLY-01-00,PLAN02,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,54.45,index,valid,synthetic_qos,254,247,26.33,0
QOS-DOWNLOAD_HOURLY-01-01,PLAN02,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,59.38,index,valid,synthetic_qos,268,262,15.94,0
QOS-DOWNLOAD_HOURLY-01-02,PLAN02,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,68.17,index,valid,synthetic_qos,198,188,44.03,0
QOS-DOWNLOAD_HOURLY-01-03,PLAN02,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,43.03,index,valid,synthetic_qos,111,106,35.69,0
QOS-DOWNLOAD_HOURLY-01-04,PLAN02,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,58.85,index,valid,synthetic_qos,154,145,30.33,0
QOS-DOWNLOAD_HOURLY-01-05,PLAN02,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,16.11,index,valid,synthetic_qos,108,106,28.45,0
QOS-DOWNLOAD_HOURLY-01-06,PLAN02,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,76.12,index,valid,synthetic_qos,373,371,23.37,0
QOS-DOWNLOAD_HOURLY-01-07,PLAN02,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,64.01,index,valid,synthetic_qos,285,283,25.23,0
QOS-DOWNLOAD_HOURLY-01-08,PLAN02,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,40.81,index,valid,synthetic_qos,203,199,32.92,0
QOS-DOWNLOAD_HOURLY-01-09,PLAN02,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,29.06,index,valid,synthetic_qos,119,118,43.35,0
QOS-DOWNLOAD_HOURLY-01-10,PLAN02,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,51.07,index,valid,synthetic_qos,391,390,17.36,0
QOS-DOWNLOAD_HOURLY-01-11,PLAN02,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,49.38,index,valid,synthetic_qos,331,326,21.92,0
QOS-DOWNLOAD_HOURLY-01-12,PLAN02,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,81.99,index,valid,synthetic_qos,243,239,35.62,0
QOS-DOWNLOAD_HOURLY-01-13,PLAN02,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,16.85,index,valid,synthetic_qos,135,130,33.45,0
QOS-DOWNLOAD_HOURLY-01-14,PLAN02,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,41.36,index,valid,synthetic_qos,101,98,41.16,0
QOS-DOWNLOAD_HOURLY-01-15,PLAN02,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,38.68,index,valid,synthetic_qos,303,296,30.92,0
QOS-DOWNLOAD_HOURLY-01-16,PLAN02,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,79.11,index,valid,synthetic_qos,166,157,24.73,0
QOS-DOWNLOAD_HOURLY-01-17,PLAN02,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,68.87,index,valid,synthetic_qos,312,309,24.07,0
QOS-DOWNLOAD_HOURLY-01-18,PLAN02,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,29.46,index,valid,synthetic_qos,338,328,21.73,0
QOS-DOWNLOAD_HOURLY-01-19,PLAN02,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,19.63,index,valid,synthetic_qos,241,234,31.84,0
QOS-DOWNLOAD_HOURLY-01-20,PLAN02,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,29.05,index,valid,synthetic_qos,227,221,38.33,0
QOS-DOWNLOAD_HOURLY-01-21,PLAN02,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,48.32,index,valid,synthetic_qos,210,202,15.79,0
QOS-DOWNLOAD_HOURLY-01-22,PLAN02,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,48.75,index,valid,synthetic_qos,153,148,22.63,0
QOS-DOWNLOAD_HOURLY-01-23,PLAN02,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,56.09,index,valid,synthetic_qos,254,244,34.74,0
QOS-DOWNLOAD_HOURLY-01-24,PLAN02,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,26.86,index,valid,synthetic_qos,304,296,43.86,0
QOS-DOWNLOAD_HOURLY-01-25,PLAN02,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,69.2,index,valid,synthetic_qos,369,361,42.92,0
QOS-DOWNLOAD_HOURLY-01-26,PLAN02,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,52.43,index,valid,synthetic_qos,109,108,39.0,0
QOS-DOWNLOAD_HOURLY-01-27,PLAN02,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,40.08,index,valid,synthetic_qos,196,186,31.7,0
QOS-DOWNLOAD_HOURLY-01-28,PLAN02,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,73.21,index,valid,synthetic_qos,356,350,38.99,0
QOS-DOWNLOAD_HOURLY-01-29,PLAN02,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,83.74,index,valid,synthetic_qos,246,237,24.17,0
QOS-DOWNLOAD_HOURLY-01-30,PLAN02,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,33.16,index,valid,synthetic_qos,217,215,19.84,0
QOS-DOWNLOAD_HOURLY-01-31,PLAN02,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,62.7,index,valid,synthetic_qos,117,111,41.51,0
QOS-DOWNLOAD_HOURLY-01-32,PLAN02,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,73.52,index,valid,synthetic_qos,390,385,44.65,0
QOS-DOWNLOAD_HOURLY-01-33,PLAN02,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,40.0,index,valid,synthetic_qos,262,254,27.55,0
QOS-DOWNLOAD_HOURLY-01-34,PLAN02,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,44.9,index,valid,synthetic_qos,142,136,16.48,0
QOS-DOWNLOAD_HOURLY-01-35,PLAN02,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,39.85,index,valid,synthetic_qos,390,386,23.25,0
QOS-DOWNLOAD_HOURLY-01-36,PLAN02,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,56.3,index,valid,synthetic_qos,139,133,26.85,0
QOS-DOWNLOAD_HOURLY-01-37,PLAN02,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,21.36,index,valid,synthetic_qos,372,363,21.63,0
QOS-DOWNLOAD_HOURLY-01-38,PLAN02,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,18.03,index,valid,synthetic_qos,154,144,25.64,0
QOS-DOWNLOAD_HOURLY-01-39,PLAN02,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,84.59,index,valid,synthetic_qos,301,291,25.23,0
QOS-DOWNLOAD_HOURLY-01-40,PLAN02,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,17.07,index,valid,synthetic_qos,219,213,17.14,0
QOS-DOWNLOAD_HOURLY-01-41,PLAN02,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,47.66,index,valid,synthetic_qos,147,146,35.56,0
QOS-DOWNLOAD_HOURLY-01-42,PLAN02,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,26.54,index,valid,synthetic_qos,326,319,20.28,0
QOS-DOWNLOAD_HOURLY-01-43,PLAN02,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,25.13,index,valid,synthetic_qos,134,131,31.16,0
QOS-DOWNLOAD_HOURLY-01-44,PLAN02,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,67.84,index,valid,synthetic_qos,341,333,43.42,0
QOS-DOWNLOAD_HOURLY-01-45,PLAN02,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,46.01,index,degraded,synthetic_qos,171,165,82.48,1
QOS-DOWNLOAD_HOURLY-01-46,PLAN02,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,34.07,index,valid,synthetic_qos,133,132,20.34,0
QOS-DOWNLOAD_HOURLY-01-47,PLAN02,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,26.89,index,valid,synthetic_qos,139,132,19.8,0
QOS-DOWNLOAD_HOURLY-01-48,PLAN02,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,33.17,index,valid,synthetic_qos,285,276,18.24,0
QOS-DOWNLOAD_HOURLY-01-49,PLAN02,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,80.42,index,valid,synthetic_qos,367,359,16.65,0
QOS-DOWNLOAD_HOURLY-01-50,PLAN02,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,24.5,index,valid,synthetic_qos,357,356,26.99,0
QOS-DOWNLOAD_HOURLY-01-51,PLAN02,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,61.17,index,valid,synthetic_qos,329,326,35.55,0
QOS-DOWNLOAD_HOURLY-01-52,PLAN02,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,17.94,index,valid,synthetic_qos,297,295,40.54,0
QOS-DOWNLOAD_HOURLY-01-53,PLAN02,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,18.49,index,valid,synthetic_qos,305,296,29.36,0
QOS-DOWNLOAD_HOURLY-01-54,PLAN02,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,45.23,index,valid,synthetic_qos,353,351,27.26,0
QOS-DOWNLOAD_HOURLY-01-55,PLAN02,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,41.68,index,valid,synthetic_qos,175,173,17.19,0
QOS-DOWNLOAD_HOURLY-01-56,PLAN02,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,41.96,index,valid,synthetic_qos,181,172,21.89,0
QOS-DOWNLOAD_HOURLY-01-57,PLAN02,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,22.45,index,valid,synthetic_qos,139,129,34.32,0
QOS-DOWNLOAD_HOURLY-01-58,PLAN02,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,80.32,index,valid,synthetic_qos,268,261,25.59,0
QOS-DOWNLOAD_HOURLY-01-59,PLAN02,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,35.26,index,valid,synthetic_qos,180,179,17.75,0
QOS-DOWNLOAD_HOURLY-01-60,PLAN02,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,83.52,index,valid,synthetic_qos,177,173,29.02,0
QOS-DOWNLOAD_HOURLY-01-61,PLAN02,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,21.8,index,valid,synthetic_qos,332,324,29.84,0
QOS-DOWNLOAD_HOURLY-01-62,PLAN02,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,75.4,index,valid,synthetic_qos,142,139,37.61,0
QOS-DOWNLOAD_HOURLY-01-63,PLAN02,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,55.24,index,valid,synthetic_qos,100,96,38.09,0
QOS-DOWNLOAD_HOURLY-01-64,PLAN02,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,75.63,index,valid,synthetic_qos,308,298,33.99,0
QOS-DOWNLOAD_HOURLY-01-65,PLAN02,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,74.87,index,valid,synthetic_qos,141,132,39.9,0
QOS-DOWNLOAD_HOURLY-01-66,PLAN02,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,84.39,index,valid,synthetic_qos,204,202,35.42,0
QOS-DOWNLOAD_HOURLY-01-67,PLAN02,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,24.66,index,valid,synthetic_qos,189,183,25.42,0
QOS-DOWNLOAD_HOURLY-01-68,PLAN02,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,40.09,index,valid,synthetic_qos,169,162,34.66,0
QOS-DOWNLOAD_HOURLY-01-69,PLAN02,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,46.29,index,valid,synthetic_qos,280,273,41.86,0
QOS-DOWNLOAD_HOURLY-01-70,PLAN02,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,49.02,index,valid,synthetic_qos,302,292,18.59,0
QOS-DOWNLOAD_HOURLY-01-71,PLAN02,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,63.55,index,valid,synthetic_qos,306,301,26.22,0
QOS-DOWNLOAD_HOURLY-02-00,PLAN03,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.27,index,valid,synthetic_qos,146,143,17.84,0
QOS-DOWNLOAD_HOURLY-02-01,PLAN03,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,47.88,index,valid,synthetic_qos,171,164,37.19,0
QOS-DOWNLOAD_HOURLY-02-02,PLAN03,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,24.63,index,valid,synthetic_qos,214,210,37.1,0
QOS-DOWNLOAD_HOURLY-02-03,PLAN03,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,49.23,index,valid,synthetic_qos,133,126,28.32,0
QOS-DOWNLOAD_HOURLY-02-04,PLAN03,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,64.17,index,valid,synthetic_qos,344,343,15.29,0
QOS-DOWNLOAD_HOURLY-02-05,PLAN03,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,51.4,index,valid,synthetic_qos,252,248,15.64,0
QOS-DOWNLOAD_HOURLY-02-06,PLAN03,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,43.35,index,valid,synthetic_qos,142,136,44.76,0
QOS-DOWNLOAD_HOURLY-02-07,PLAN03,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,24.91,index,valid,synthetic_qos,113,106,16.02,0
QOS-DOWNLOAD_HOURLY-02-08,PLAN03,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,81.61,index,valid,synthetic_qos,150,148,34.75,0
QOS-DOWNLOAD_HOURLY-02-09,PLAN03,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,26.18,index,valid,synthetic_qos,103,95,44.41,0
QOS-DOWNLOAD_HOURLY-02-10,PLAN03,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,48.05,index,valid,synthetic_qos,119,110,37.67,0
QOS-DOWNLOAD_HOURLY-02-11,PLAN03,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,81.77,index,valid,synthetic_qos,280,279,42.99,0
QOS-DOWNLOAD_HOURLY-02-12,PLAN03,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,28.71,index,valid,synthetic_qos,124,120,24.52,0
