gaming_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-GAMING_HOURLY-00-53,PLAN01,DBN,KV1,active,2026-08-20-05,2026-08-20 05:00:00,50.05,index,valid,synthetic_qos,206,196,44.42,0
QOS-GAMING_HOURLY-00-54,PLAN01,DBN,KV1,active,2026-08-20-06,2026-08-20 06:00:00,66.79,index,valid,synthetic_qos,391,384,29.69,0
QOS-GAMING_HOURLY-00-55,PLAN01,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,26.9,index,valid,synthetic_qos,350,347,29.18,0
QOS-GAMING_HOURLY-00-56,PLAN01,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,56.69,index,valid,synthetic_qos,133,124,38.16,0
QOS-GAMING_HOURLY-00-57,PLAN01,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,57.98,index,valid,synthetic_qos,238,234,18.27,0
QOS-GAMING_HOURLY-00-58,PLAN01,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,36.94,index,valid,synthetic_qos,125,117,33.94,0
QOS-GAMING_HOURLY-00-59,PLAN01,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,45.96,index,valid,synthetic_qos,209,203,19.57,0
QOS-GAMING_HOURLY-00-60,PLAN01,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,16.2,index,valid,synthetic_qos,246,239,15.74,0
QOS-GAMING_HOURLY-00-61,PLAN01,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,34.12,index,valid,synthetic_qos,133,126,22.08,0
QOS-GAMING_HOURLY-00-62,PLAN01,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,18.58,index,valid,synthetic_qos,233,228,29.91,0
QOS-GAMING_HOURLY-00-63,PLAN01,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,20.49,index,valid,synthetic_qos,301,294,20.12,0
QOS-GAMING_HOURLY-00-64,PLAN01,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,53.56,index,valid,synthetic_qos,276,267,44.21,0
QOS-GAMING_HOURLY-00-65,PLAN01,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,55.29,index,valid,synthetic_qos,212,204,42.2,0
QOS-GAMING_HOURLY-00-66,PLAN01,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,21.48,index,valid,synthetic_qos,165,158,21.03,0
QOS-GAMING_HOURLY-00-67,PLAN01,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,31.01,index,valid,synthetic_qos,156,154,44.1,0
QOS-GAMING_HOURLY-00-68,PLAN01,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,46.47,index,valid,synthetic_qos,293,287,41.93,0
QOS-GAMING_HOURLY-00-69,PLAN01,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,61.98,index,valid,synthetic_qos,247,246,40.41,0
QOS-GAMING_HOURLY-00-70,PLAN01,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,19.06,index,valid,synthetic_qos,158,157,44.65,0
QOS-GAMING_HOURLY-00-71,PLAN01,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,32.95,index,valid,synthetic_qos,210,201,27.81,0
QOS-GAMING_HOURLY-01-00,PLAN02,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,47.63,index,valid,synthetic_qos,102,94,38.97,0
QOS-GAMING_HOURLY-01-01,PLAN02,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,52.6,index,valid,synthetic_qos,178,172,36.45,0
QOS-GAMING_HOURLY-01-02,PLAN02,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,32.34,index,valid,synthetic_qos,349,348,21.4,0
QOS-GAMING_HOURLY-01-03,PLAN02,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,57.77,index,valid,synthetic_qos,357,350,23.2,0
QOS-GAMING_HOURLY-01-04,PLAN02,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,65.44,index,valid,synthetic_qos,374,371,33.99,0
QOS-GAMING_HOURLY-01-05,PLAN02,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,34.27,index,valid,synthetic_qos,182,179,44.46,0
QOS-GAMING_HOURLY-01-06,PLAN02,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,64.87,index,valid,synthetic_qos,228,222,18.38,0
QOS-GAMING_HOURLY-01-07,PLAN02,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,84.75,index,valid,synthetic_qos,349,347,21.0,0
QOS-GAMING_HOURLY-01-08,PLAN02,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,64.6,index,valid,synthetic_qos,348,340,30.0,0
QOS-GAMING_HOURLY-01-09,PLAN02,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,64.33,index,valid,synthetic_qos,110,103,45.0,0
QOS-GAMING_HOURLY-01-10,PLAN02,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,37.97,index,valid,synthetic_qos,398,390,44.89,0
QOS-GAMING_HOURLY-01-11,PLAN02,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,42.11,index,valid,synthetic_qos,241,233,31.68,0
QOS-GAMING_HOURLY-01-12,PLAN02,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,70.07,index,valid,synthetic_qos,358,354,44.63,0
QOS-GAMING_HOURLY-01-13,PLAN02,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,62.61,index,valid,synthetic_qos,182,176,42.4,0
QOS-GAMING_HOURLY-01-14,PLAN02,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,61.34,index,valid,synthetic_qos,320,318,40.46,0
QOS-GAMING_HOURLY-01-15,PLAN02,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,63.44,index,valid,synthetic_qos,307,299,19.43,0
QOS-GAMING_HOURLY-01-16,PLAN02,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,48.87,index,valid,synthetic_qos,114,104,40.25,0
QOS-GAMING_HOURLY-01-17,PLAN02,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,44.16,index,valid,synthetic_qos,348,345,29.29,0
QOS-GAMING_HOURLY-01-18,PLAN02,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,47.12,index,valid,synthetic_qos,362,358,42.57,0
QOS-GAMING_HOURLY-01-19,PLAN02,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,42.6,index,valid,synthetic_qos,102,93,44.15,0
QOS-GAMING_HOURLY-01-20,PLAN02,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,60.17,index,valid,synthetic_qos,301,294,34.73,0
QOS-GAMING_HOURLY-01-21,PLAN02,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,64.09,index,valid,synthetic_qos,289,287,24.0,0
QOS-GAMING_HOURLY-01-22,PLAN02,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,81.58,index,valid,synthetic_qos,295,289,41.64,0
QOS-GAMING_HOURLY-01-23,PLAN02,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,27.05,index,valid,synthetic_qos,386,380,23.7,0
QOS-GAMING_HOURLY-01-24,PLAN02,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,40.87,index,valid,synthetic_qos,224,223,31.0,0
QOS-GAMING_HOURLY-01-25,PLAN02,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,54.31,index,valid,synthetic_qos,143,134,35.0,0
QOS-GAMING_HOURLY-01-26,PLAN02,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,78.67,index,valid,synthetic_qos,101,97,21.77,0
QOS-GAMING_HOURLY-01-27,PLAN02,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,25.88,index,valid,synthetic_qos,257,250,27.43,0
QOS-GAMING_HOURLY-01-28,PLAN02,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,20.82,index,valid,synthetic_qos,347,346,24.21,0
QOS-GAMING_HOURLY-01-29,PLAN02,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,25.54,index,valid,synthetic_qos,302,301,44.2,0
QOS-GAMING_HOURLY-01-30,PLAN02,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,39.74,index,valid,synthetic_qos,128,121,36.72,0
QOS-GAMING_HOURLY-01-31,PLAN02,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,64.09,index,valid,synthetic_qos,349,339,21.74,0
QOS-GAMING_HOURLY-01-32,PLAN02,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,33.19,index,valid,synthetic_qos,359,355,34.84,0
QOS-GAMING_HOURLY-01-33,PLAN02,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.69,index,valid,synthetic_qos,394,384,42.49,0
QOS-GAMING_HOURLY-01-34,PLAN02,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,54.77,index,valid,synthetic_qos,156,155,30.76,0
QOS-GAMING_HOURLY-01-35,PLAN02,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,15.54,index,valid,synthetic_qos,267,263,18.94,0
QOS-GAMING_HOURLY-01-36,PLAN02,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,61.07,index,valid,synthetic_qos,108,104,25.66,0
QOS-GAMING_HOURLY-01-37,PLAN02,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,81.24,index,valid,synthetic_qos,111,105,22.64,0
QOS-GAMING_HOURLY-01-38,PLAN02,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,51.62,index,valid,synthetic_qos,210,200,16.08,0
QOS-GAMING_HOURLY-01-39,PLAN02,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,70.61,index,valid,synthetic_qos,114,111,20.89,0
QOS-GAMING_HOURLY-01-40,PLAN02,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,36.04,index,valid,synthetic_qos,259,249,15.71,0
QOS-GAMING_HOURLY-01-41,PLAN02,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,76.17,index,valid,synthetic_qos,280,277,24.83,0
QOS-GAMING_HOURLY-01-42,PLAN02,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,84.51,index,valid,synthetic_qos,219,215,44.22,0
QOS-GAMING_HOURLY-01-43,PLAN02,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,29.27,index,valid,synthetic_qos,253,249,41.04,0
QOS-GAMING_HOURLY-01-44,PLAN02,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,35.45,index,valid,synthetic_qos,128,123,18.39,0
QOS-GAMING_HOURLY-01-45,PLAN02,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,50.68,index,degraded,synthetic_qos,354,346,80.56,1
QOS-GAMING_HOURLY-01-46,PLAN02,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,62.65,index,valid,synthetic_qos,262,259,43.32,0
QOS-GAMING_HOURLY-01-47,PLAN02,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,84.06,index,valid,synthetic_qos,184,182,24.8,0
QOS-GAMING_HOURLY-01-48,PLAN02,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,34.71,index,valid,synthetic_qos,216,208,19.27,0
QOS-GAMING_HOURLY-01-49,PLAN02,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,70.36,index,valid,synthetic_qos,244,238,34.73,0
QOS-GAMING_HOURLY-01-50,PLAN02,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,20.6,index,valid,synthetic_qos,373,367,27.08,0
QOS-GAMING_HOURLY-01-51,PLAN02,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,24.67,index,valid,synthetic_qos,124,123,29.13,0
QOS-GAMING_HOURLY-01-52,PLAN02,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,75.75,index,valid,synthetic_qos,371,361,15.47,0
QOS-GAMING_HOURLY-01-53,PLAN02,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,44.42,index,valid,synthetic_qos,218,212,18.3,0
QOS-GAMING_HOURLY-01-54,PLAN02,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,83.89,index,valid,synthetic_qos,285,281,28.16,0
QOS-GAMING_HOURLY-01-55,PLAN02,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,23.45,index,valid,synthetic_qos,262,255,31.11,0
QOS-GAMING_HOURLY-01-56,PLAN02,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,77.72,index,valid,synthetic_qos,369,368,31.5,0
QOS-GAMING_HOURLY-01-57,PLAN02,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,63.79,index,valid,synthetic_qos,249,241,33.45,0
QOS-GAMING_HOURLY-01-58,PLAN02,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,78.85,index,valid,synthetic_qos,222,220,16.65,0
QOS-GAMING_HOURLY-01-59,PLAN02,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,25.26,index,valid,synthetic_qos,222,217,42.93,0
QOS-GAMING_HOURLY-01-60,PLAN02,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,57.57,index,valid,synthetic_qos,156,155,31.86,0
QOS-GAMING_HOURLY-01-61,PLAN02,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,76.21,index,valid,synthetic_qos,181,178,16.97,0
QOS-GAMING_HOURLY-01-62,PLAN02,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,49.1,index,valid,synthetic_qos,249,247,25.37,0
QOS-GAMING_HOURLY-01-63,PLAN02,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,71.86,index,valid,synthetic_qos,119,115,19.82,0
QOS-GAMING_HOURLY-01-64,PLAN02,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,46.13,index,valid,synthetic_qos,351,344,37.6,0
QOS-GAMING_HOURLY-01-65,PLAN02,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,64.51,index,valid,synthetic_qos,212,211,17.34,0
QOS-GAMING_HOURLY-01-66,PLAN02,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,36.88,index,valid,synthetic_qos,251,241,18.05,0
QOS-GAMING_HOURLY-01-67,PLAN02,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,61.94,index,valid,synthetic_qos,185,181,33.25,0
QOS-GAMING_HOURLY-01-68,PLAN02,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,21.32,index,valid,synthetic_qos,237,232,41.37,0
QOS-GAMING_HOURLY-01-69,PLAN02,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,53.16,index,valid,synthetic_qos,287,277,22.17,0
QOS-GAMING_HOURLY-01-70,PLAN02,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,61.05,index,valid,synthetic_qos,123,121,30.67,0
QOS-GAMING_HOURLY-01-71,PLAN02,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,58.33,index,valid,synthetic_qos,125,124,23.66,0
QOS-GAMING_HOURLY-02-00,PLAN03,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,65.81,index,valid,synthetic_qos,181,178,27.09,0
QOS-GAMING_HOURLY-02-01,PLAN03,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,25.79,index,valid,synthetic_qos,339,335,20.04,0
QOS-GAMING_HOURLY-02-02,PLAN03,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,69.51,index,valid,synthetic_qos,256,253,43.46,0
QOS-GAMING_HOURLY-02-03,PLAN03,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,42.61,index,valid,synthetic_qos,172,171,41.98,0
QOS-GAMING_HOURLY-02-04,PLAN03,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,53.48,index,valid,synthetic_qos,122,115,20.51,0
QOS-GAMING_HOURLY-02-05,PLAN03,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,17.88,index,valid,synthetic_qos,324,315,39.11,0
QOS-GAMING_HOURLY-02-06,PLAN03,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,31.94,index,valid,synthetic_qos,151,143,27.85,0
QOS-GAMING_HOURLY-02-07,PLAN03,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,40.49,index,valid,synthetic_qos,201,198,19.53,0
QOS-GAMING_HOURLY-02-08,PLAN03,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,51.83,index,valid,synthetic_qos,165,160,24.6,0
QOS-GAMING_HOURLY-02-09,PLAN03,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,44.51,index,valid,synthetic_qos,301,296,22.07,0
QOS-GAMING_HOURLY-02-10,PLAN03,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,19.45,index,valid,synthetic_qos,199,197,19.92,0
QOS-GAMING_HOURLY-02-11,PLAN03,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,75.7,index,valid,synthetic_qos,145,136,25.02,0
QOS-GAMING_HOURLY-02-12,PLAN03,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,82.87,index,valid,synthetic_qos,311,308,20.03,0
QOS-GAMING_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,60.37,index,valid,synthetic_qos,245,242,29.12,0
QOS-GAMING_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,51.23,index,valid,synthetic_qos,196,192,20.49,0
QOS-GAMING_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,78.15,index,valid,synthetic_qos,398,393,38.82,0
QOS-GAMING_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,31.12,index,valid,synthetic_qos,323,315,35.23,0
QOS-GAMING_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,52.81,index,valid,synthetic_qos,253,250,18.66,0
QOS-GAMING_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,72.65,index,valid,synthetic_qos,230,222,31.23,0
QOS-GAMING_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,39.09,index,valid,synthetic_qos,233,224,24.98,0
