packet_loss_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-PACKET_LOSS_HOURLY-00-55,PLAN01,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,40.93,index,valid,synthetic_qos,289,288,35.93,0
QOS-PACKET_LOSS_HOURLY-00-56,PLAN01,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,24.21,index,valid,synthetic_qos,305,302,34.38,0
QOS-PACKET_LOSS_HOURLY-00-57,PLAN01,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,35.28,index,valid,synthetic_qos,105,99,41.65,0
QOS-PACKET_LOSS_HOURLY-00-58,PLAN01,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,72.11,index,valid,synthetic_qos,216,206,18.53,0
QOS-PACKET_LOSS_HOURLY-00-59,PLAN01,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,47.34,index,valid,synthetic_qos,113,108,21.22,0
QOS-PACKET_LOSS_HOURLY-00-60,PLAN01,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,64.24,index,valid,synthetic_qos,186,178,16.58,0
QOS-PACKET_LOSS_HOURLY-00-61,PLAN01,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,48.91,index,valid,synthetic_qos,250,245,30.13,0
QOS-PACKET_LOSS_HOURLY-00-62,PLAN01,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,59.79,index,valid,synthetic_qos,158,151,24.41,0
QOS-PACKET_LOSS_HOURLY-00-63,PLAN01,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,81.65,index,valid,synthetic_qos,380,375,19.3,0
QOS-PACKET_LOSS_HOURLY-00-64,PLAN01,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,50.0,index,valid,synthetic_qos,103,102,40.17,0
QOS-PACKET_LOSS_HOURLY-00-65,PLAN01,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,54.32,index,valid,synthetic_qos,347,344,15.19,0
QOS-PACKET_LOSS_HOURLY-00-66,PLAN01,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,28.93,index,valid,synthetic_qos,142,136,16.29,0
QOS-PACKET_LOSS_HOURLY-00-67,PLAN01,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,56.0,index,valid,synthetic_qos,107,97,41.46,0
QOS-PACKET_LOSS_HOURLY-00-68,PLAN01,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,23.71,index,valid,synthetic_qos,270,261,25.31,0
QOS-PACKET_LOSS_HOURLY-00-69,PLAN01,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,76.73,index,valid,synthetic_qos,203,200,33.35,0
QOS-PACKET_LOSS_HOURLY-00-70,PLAN01,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,83.92,index,valid,synthetic_qos,253,247,34.33,0
QOS-PACKET_LOSS_HOURLY-00-71,PLAN01,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,36.02,index,valid,synthetic_qos,182,174,42.16,0
QOS-PACKET_LOSS_HOURLY-01-00,PLAN02,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,36.34,index,valid,synthetic_qos,330,320,20.28,0
QOS-PACKET_LOSS_HOURLY-01-01,PLAN02,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,18.95,index,valid,synthetic_qos,325,316,29.39,0
QOS-PACKET_LOSS_HOURLY-01-02,PLAN02,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,84.01,index,valid,synthetic_qos,196,190,26.48,0
QOS-PACKET_LOSS_HOURLY-01-03,PLAN02,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,42.14,index,valid,synthetic_qos,288,284,38.64,0
QOS-PACKET_LOSS_HOURLY-01-04,PLAN02,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,26.11,index,valid,synthetic_qos,374,372,43.93,0
QOS-PACKET_LOSS_HOURLY-01-05,PLAN02,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,68.45,index,valid,synthetic_qos,361,357,19.81,0
QOS-PACKET_LOSS_HOURLY-01-06,PLAN02,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,15.42,index,valid,synthetic_qos,332,326,35.57,0
QOS-PACKET_LOSS_HOURLY-01-07,PLAN02,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,29.54,index,valid,synthetic_qos,224,223,39.57,0
QOS-PACKET_LOSS_HOURLY-01-08,PLAN02,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,59.11,index,valid,synthetic_qos,330,329,33.02,0
QOS-PACKET_LOSS_HOURLY-01-09,PLAN02,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,66.22,index,valid,synthetic_qos,366,356,27.98,0
QOS-PACKET_LOSS_HOURLY-01-10,PLAN02,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,74.19,index,valid,synthetic_qos,103,94,16.91,0
QOS-PACKET_LOSS_HOURLY-01-11,PLAN02,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,58.02,index,valid,synthetic_qos,207,197,35.29,0
QOS-PACKET_LOSS_HOURLY-01-12,PLAN02,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,72.41,index,valid,synthetic_qos,395,387,31.0,0
QOS-PACKET_LOSS_HOURLY-01-13,PLAN02,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,20.46,index,valid,synthetic_qos,132,123,34.14,0
QOS-PACKET_LOSS_HOURLY-01-14,PLAN02,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,41.31,index,valid,synthetic_qos,170,169,38.4,0
QOS-PACKET_LOSS_HOURLY-01-15,PLAN02,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,48.63,index,valid,synthetic_qos,223,218,29.25,0
QOS-PACKET_LOSS_HOURLY-01-16,PLAN02,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,77.19,index,valid,synthetic_qos,134,133,40.32,0
QOS-PACKET_LOSS_HOURLY-01-17,PLAN02,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,61.01,index,valid,synthetic_qos,306,299,33.31,0
QOS-PACKET_LOSS_HOURLY-01-18,PLAN02,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,16.51,index,valid,synthetic_qos,104,95,24.85,0
QOS-PACKET_LOSS_HOURLY-01-19,PLAN02,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,32.67,index,valid,synthetic_qos,366,360,41.3,0
QOS-PACKET_LOSS_HOURLY-01-20,PLAN02,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,75.37,index,valid,synthetic_qos,358,351,31.96,0
QOS-PACKET_LOSS_HOURLY-01-21,PLAN02,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,37.01,index,valid,synthetic_qos,125,121,26.04,0
QOS-PACKET_LOSS_HOURLY-01-22,PLAN02,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,81.34,index,valid,synthetic_qos,328,325,40.38,0
QOS-PACKET_LOSS_HOURLY-01-23,PLAN02,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,48.79,index,valid,synthetic_qos,271,263,30.18,0
QOS-PACKET_LOSS_HOURLY-01-24,PLAN02,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,68.06,index,valid,synthetic_qos,163,160,39.89,0
QOS-PACKET_LOSS_HOURLY-01-25,PLAN02,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,84.62,index,valid,synthetic_qos,137,129,31.51,0
QOS-PACKET_LOSS_HOURLY-01-26,PLAN02,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,17.28,index,valid,synthetic_qos,191,190,26.91,0
QOS-PACKET_LOSS_HOURLY-01-27,PLAN02,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,47.71,index,valid,synthetic_qos,227,220,20.46,0
QOS-PACKET_LOSS_HOURLY-01-28,PLAN02,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,46.88,index,valid,synthetic_qos,148,145,21.3,0
QOS-PACKET_LOSS_HOURLY-01-29,PLAN02,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,36.23,index,valid,synthetic_qos,344,338,37.48,0
QOS-PACKET_LOSS_HOURLY-01-30,PLAN02,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,45.85,index,valid,synthetic_qos,279,277,16.88,0
QOS-PACKET_LOSS_HOURLY-01-31,PLAN02,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,31.0,index,valid,synthetic_qos,175,168,23.59,0
QOS-PACKET_LOSS_HOURLY-01-32,PLAN02,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,38.16,index,valid,synthetic_qos,135,126,16.21,0
QOS-PACKET_LOSS_HOURLY-01-33,PLAN02,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,35.64,index,valid,synthetic_qos,222,216,44.63,0
QOS-PACKET_LOSS_HOURLY-01-34,PLAN02,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,47.34,index,valid,synthetic_qos,276,269,22.41,0
QOS-PACKET_LOSS_HOURLY-01-35,PLAN02,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,65.32,index,valid,synthetic_qos,344,336,36.41,0
QOS-PACKET_LOSS_HOURLY-01-36,PLAN02,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,81.29,index,valid,synthetic_qos,267,266,19.35,0
QOS-PACKET_LOSS_HOURLY-01-37,PLAN02,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,26.12,index,valid,synthetic_qos,105,97,27.35,0
QOS-PACKET_LOSS_HOURLY-01-38,PLAN02,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,73.25,index,valid,synthetic_qos,331,323,31.06,0
QOS-PACKET_LOSS_HOURLY-01-39,PLAN02,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,67.93,index,valid,synthetic_qos,313,312,30.8,0
QOS-PACKET_LOSS_HOURLY-01-40,PLAN02,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,70.62,index,valid,synthetic_qos,252,251,32.38,0
QOS-PACKET_LOSS_HOURLY-01-41,PLAN02,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,25.29,index,valid,synthetic_qos,329,324,21.81,0
QOS-PACKET_LOSS_HOURLY-01-42,PLAN02,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,37.73,index,valid,synthetic_qos,280,279,44.25,0
QOS-PACKET_LOSS_HOURLY-01-43,PLAN02,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,44.6,index,valid,synthetic_qos,199,192,34.09,0
QOS-PACKET_LOSS_HOURLY-01-44,PLAN02,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,57.7,index,valid,synthetic_qos,330,322,23.09,0
QOS-PACKET_LOSS_HOURLY-01-45,PLAN02,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,25.04,index,degraded,synthetic_qos,184,177,70.55,1
QOS-PACKET_LOSS_HOURLY-01-46,PLAN02,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,33.31,index,valid,synthetic_qos,318,313,42.71,0
QOS-PACKET_LOSS_HOURLY-01-47,PLAN02,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,61.83,index,valid,synthetic_qos,273,267,19.98,0
QOS-PACKET_LOSS_HOURLY-01-48,PLAN02,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,56.94,index,valid,synthetic_qos,178,174,23.68,0
QOS-PACKET_LOSS_HOURLY-01-49,PLAN02,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,78.35,index,valid,synthetic_qos,125,123,26.83,0
QOS-PACKET_LOSS_HOURLY-01-50,PLAN02,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,27.79,index,valid,synthetic_qos,152,146,17.3,0
QOS-PACKET_LOSS_HOURLY-01-51,PLAN02,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,73.41,index,valid,synthetic_qos,268,260,25.88,0
QOS-PACKET_LOSS_HOURLY-01-52,PLAN02,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,27.79,index,valid,synthetic_qos,303,302,15.32,0
QOS-PACKET_LOSS_HOURLY-01-53,PLAN02,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,55.79,index,valid,synthetic_qos,239,238,29.41,0
QOS-PACKET_LOSS_HOURLY-01-54,PLAN02,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,39.16,index,valid,synthetic_qos,254,247,43.62,0
QOS-PACKET_LOSS_HOURLY-01-55,PLAN02,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,40.2,index,valid,synthetic_qos,208,207,38.24,0
QOS-PACKET_LOSS_HOURLY-01-56,PLAN02,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,41.6,index,valid,synthetic_qos,288,281,22.35,0
QOS-PACKET_LOSS_HOURLY-01-57,PLAN02,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,63.42,index,valid,synthetic_qos,216,207,34.72,0
QOS-PACKET_LOSS_HOURLY-01-58,PLAN02,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,69.46,index,valid,synthetic_qos,261,254,42.3,0
QOS-PACKET_LOSS_HOURLY-01-59,PLAN02,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,45.39,index,valid,synthetic_qos,255,248,35.55,0
QOS-PACKET_LOSS_HOURLY-01-60,PLAN02,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,79.12,index,valid,synthetic_qos,315,310,36.19,0
QOS-PACKET_LOSS_HOURLY-01-61,PLAN02,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,45.82,index,valid,synthetic_qos,384,377,42.81,0
QOS-PACKET_LOSS_HOURLY-01-62,PLAN02,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,29.91,index,valid,synthetic_qos,360,355,26.22,0
QOS-PACKET_LOSS_HOURLY-01-63,PLAN02,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,43.77,index,valid,synthetic_qos,319,310,16.16,0
QOS-PACKET_LOSS_HOURLY-01-64,PLAN02,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,32.19,index,valid,synthetic_qos,129,120,17.95,0
QOS-PACKET_LOSS_HOURLY-01-65,PLAN02,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,80.18,index,valid,synthetic_qos,290,284,18.06,0
QOS-PACKET_LOSS_HOURLY-01-66,PLAN02,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,49.44,index,valid,synthetic_qos,116,108,29.52,0
QOS-PACKET_LOSS_HOURLY-01-67,PLAN02,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,60.99,index,valid,synthetic_qos,327,321,22.63,0
QOS-PACKET_LOSS_HOURLY-01-68,PLAN02,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,80.24,index,valid,synthetic_qos,110,101,27.26,0
QOS-PACKET_LOSS_HOURLY-01-69,PLAN02,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,20.04,index,valid,synthetic_qos,102,97,33.37,0
QOS-PACKET_LOSS_HOURLY-01-70,PLAN02,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,48.99,index,valid,synthetic_qos,104,102,27.34,0
QOS-PACKET_LOSS_HOURLY-01-71,PLAN02,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,18.18,index,valid,synthetic_qos,327,318,17.12,0
QOS-PACKET_LOSS_HOURLY-02-00,PLAN03,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,50.54,index,valid,synthetic_qos,141,133,27.93,0
QOS-PACKET_LOSS_HOURLY-02-01,PLAN03,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,19.94,index,valid,synthetic_qos,353,348,23.86,0
QOS-PACKET_LOSS_HOURLY-02-02,PLAN03,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,51.03,index,valid,synthetic_qos,354,351,25.72,0
QOS-PACKET_LOSS_HOURLY-02-03,PLAN03,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,65.5,index,valid,synthetic_qos,255,245,35.5,0
QOS-PACKET_LOSS_HOURLY-02-04,PLAN03,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,34.34,index,valid,synthetic_qos,303,300,20.17,0
QOS-PACKET_LOSS_HOURLY-02-05,PLAN03,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,77.86,index,valid,synthetic_qos,291,284,23.99,0
QOS-PACKET_LOSS_HOURLY-02-06,PLAN03,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,34.36,index,valid,synthetic_qos,366,356,25.29,0
QOS-PACKET_LOSS_HOURLY-02-07,PLAN03,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,49.86,index,valid,synthetic_qos,165,163,27.55,0
QOS-PACKET_LOSS_HOURLY-02-08,PLAN03,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,38.16,index,valid,synthetic_qos,333,328,43.58,0
QOS-PACKET_LOSS_HOURLY-02-09,PLAN03,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,57.86,index,valid,synthetic_qos,158,152,41.24,0
QOS-PACKET_LOSS_HOURLY-02-10,PLAN03,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,22.45,index,valid,synthetic_qos,385,375,24.52,0
