service_id,plan_id,province_code,date_hour,technology,request_count,success_count,p95_latency_ms,jitter_ms,packet_loss_pct,availability_pct,breach_count,status
SVC-FTTH,PLAN01,KHA,2026-08-18-07,FTTH,692,677,36.32,2.93,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-08,FTTH,473,462,23.02,4.68,0.18,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-08,FTTH,568,556,29.51,5.79,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-08,FTTH,393,378,39.87,3.09,0.07,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-08,FTTH,468,459,12.94,6.41,0.05,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-08,FTTH,645,632,19.55,5.84,0.17,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-08,FTTH,485,482,25.41,2.75,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-09,FTTH,679,668,17.05,3.58,0.02,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-09,FTTH,510,506,14.82,6.24,0.12,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-09,FTTH,526,524,27.9,3.02,0.04,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-09,FTTH,553,546,34.8,7.44,0.08,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-09,FTTH,665,652,16.68,5.56,0.14,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-09,FTTH,364,350,29.54,7.74,0.15,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-10,FTTH,345,339,22.38,5.2,0.14,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-10,FTTH,509,498,39.88,1.02,0.09,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-10,FTTH,481,472,38.63,2.43,0.05,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-10,FTTH,464,452,19.52,4.31,0.11,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-10,FTTH,500,487,16.54,2.58,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-10,FTTH,499,487,30.81,2.81,0.07,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-11,FTTH,487,478,24.03,1.9,0.09,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-11,FTTH,628,624,32.95,4.94,0.18,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-11,FTTH,411,398,18.87,7.46,0.11,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-11,FTTH,307,294,24.94,4.79,0.08,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-11,FTTH,684,681,22.84,5.04,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-11,FTTH,676,673,25.85,7.78,0.19,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-12,FTTH,455,442,27.73,5.99,0.19,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-12,FTTH,534,524,31.75,5.26,0.08,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-12,FTTH,500,495,21.42,3.41,0.07,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-12,FTTH,376,371,31.98,6.02,0.1,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-12,FTTH,403,395,25.56,5.8,0.02,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-12,FTTH,544,531,30.85,6.28,0.19,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-13,FTTH,598,595,29.54,6.4,0.19,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-13,FTTH,620,611,35.86,5.19,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-13,FTTH,380,372,33.31,2.39,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-13,FTTH,307,304,21.49,6.49,0.12,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-13,FTTH,349,343,33.74,3.76,0.05,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-13,FTTH,383,376,33.86,6.67,0.01,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-14,FTTH,457,455,14.47,3.98,0.13,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-14,FTTH,588,577,20.72,2.41,0.04,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-14,FTTH,411,396,33.21,5.26,0.02,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-14,FTTH,616,613,25.94,7.31,0.09,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-14,FTTH,474,472,21.09,2.38,0.06,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-14,FTTH,561,552,39.11,7.96,0.09,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-15,FTTH,700,686,15.78,5.57,0.1,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-15,FTTH,515,512,12.13,6.91,0.19,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-15,FTTH,308,293,17.08,3.49,0.1,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-15,FTTH,422,420,34.14,7.52,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-15,FTTH,424,415,36.18,5.27,0.01,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-15,FTTH,598,594,34.34,6.82,0.13,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-16,FTTH,548,537,13.82,4.13,0.19,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-16,FTTH,414,405,38.87,7.27,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-16,FTTH,469,454,30.18,5.6,0.14,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-16,FTTH,589,581,38.73,3.96,0.1,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-16,FTTH,616,609,28.0,3.53,0.17,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-16,FTTH,430,419,27.56,2.58,0.17,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-17,FTTH,543,529,26.03,5.21,0.08,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-17,FTTH,451,437,14.38,5.04,0.03,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-17,FTTH,503,495,22.35,3.44,0.19,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-17,FTTH,472,457,13.01,5.79,0.17,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-17,FTTH,658,650,28.27,5.48,0.2,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-17,FTTH,362,356,38.87,3.05,0.12,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-18,FTTH,563,558,33.04,7.56,0.11,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-18,FTTH,569,555,15.72,6.88,0.08,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-18,FTTH,544,534,30.34,1.21,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-18,FTTH,420,417,26.99,2.86,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-18,FTTH,508,500,38.47,3.19,0.04,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-18,FTTH,400,385,17.45,3.93,0.06,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-19,FTTH,427,425,19.76,5.49,0.06,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-19,FTTH,630,623,14.94,6.15,0.03,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-19,FTTH,618,611,23.85,3.43,0.15,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-19,FTTH,607,599,33.87,3.87,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-19,FTTH,532,526,26.56,6.94,0.17,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-19,FTTH,631,622,32.58,5.62,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-20,FTTH,684,682,29.4,2.38,0.04,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-20,FTTH,689,681,21.91,5.06,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-20,FTTH,302,299,37.34,1.03,0.15,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-20,FTTH,478,466,23.53,2.98,0.2,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-20,FTTH,681,672,15.73,2.25,0.06,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-20,FTTH,698,684,24.78,7.39,0.05,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-21,FTTH,529,526,32.03,7.53,0.03,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-21,FTTH,570,565,24.55,2.07,0.08,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-21,FTTH,432,425,26.1,7.26,0.13,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-21,FTTH,591,587,21.58,5.07,0.19,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-21,FTTH,666,662,12.64,4.04,0.09,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-21,FTTH,312,307,26.05,1.66,0.09,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-22,FTTH,464,458,30.18,3.47,0.16,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-22,FTTH,374,371,18.55,3.39,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-22,FTTH,662,657,15.28,2.71,0.08,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-22,FTTH,562,552,20.52,7.9,0.08,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-22,FTTH,353,344,21.11,2.95,0.12,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-22,FTTH,638,625,29.09,3.24,0.04,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-18-23,FTTH,342,335,17.7,2.32,0.01,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-18-23,FTTH,679,666,39.92,3.8,0.05,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-18-23,FTTH,340,327,36.13,6.35,0.07,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-18-23,FTTH,304,301,24.53,6.2,0.19,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-18-23,FTTH,366,351,31.66,3.5,0.07,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-18-23,FTTH,306,292,23.63,6.01,0.1,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-00,FTTH,500,488,16.97,1.67,0.07,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-00,FTTH,340,330,36.41,3.61,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-00,FTTH,552,547,14.74,3.84,0.17,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-00,FTTH,530,525,17.32,2.4,0.13,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-00,FTTH,428,421,21.1,5.6,0.13,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-00,FTTH,672,667,15.32,4.81,0.01,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-01,FTTH,313,311,14.54,6.1,0.07,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-01,FTTH,524,516,29.34,7.82,0.15,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-01,FTTH,311,309,34.24,7.0,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-01,FTTH,488,479,28.41,5.99,0.09,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-01,FTTH,348,344,17.49,3.5,0.16,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-01,FTTH,700,694,36.21,3.45,0.16,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-02,FTTH,475,472,17.88,7.29,0.17,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-02,FTTH,329,327,18.75,1.46,0.09,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-02,FTTH,549,538,14.24,5.33,0.09,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-02,FTTH,417,411,37.98,2.15,0.17,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-02,FTTH,513,509,14.22,2.45,0.05,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-02,FTTH,444,436,14.22,4.01,0.19,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-03,FTTH,614,601,38.19,3.76,0.17,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-03,FTTH,546,540,22.81,1.76,0.02,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-03,FTTH,336,328,30.2,6.46,0.04,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-03,FTTH,482,469,33.4,1.97,0.13,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-03,FTTH,435,424,33.48,6.54,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-03,FTTH,591,582,18.39,2.15,0.02,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-04,FTTH,647,639,37.67,3.72,0.07,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-04,FTTH,451,444,30.59,3.19,0.17,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-04,FTTH,417,406,37.05,5.32,0.19,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-04,FTTH,338,327,33.04,2.95,0.16,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-04,FTTH,428,415,22.1,6.55,0.1,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-04,FTTH,488,483,26.68,2.84,0.12,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-05,FTTH,563,557,37.69,5.62,0.1,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-05,FTTH,425,410,12.85,5.8,0.06,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-05,FTTH,525,523,31.27,5.44,0.01,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-05,FTTH,652,637,24.75,6.28,0.15,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-05,FTTH,438,429,39.12,3.14,0.15,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-05,FTTH,498,486,15.66,1.57,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-06,FTTH,562,549,14.98,4.82,0.11,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-06,FTTH,416,403,23.25,1.85,0.2,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-06,FTTH,377,366,15.03,3.45,0.03,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-06,FTTH,530,522,26.84,7.65,0.16,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-06,FTTH,395,389,30.19,4.95,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-06,FTTH,687,679,24.72,5.49,0.05,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-07,FTTH,354,351,26.19,2.07,0.03,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-07,FTTH,617,613,31.64,7.06,0.03,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-07,FTTH,637,630,35.18,3.59,0.11,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-07,FTTH,609,598,38.32,4.3,0.05,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-07,FTTH,496,484,18.5,5.59,0.02,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-07,FTTH,357,351,19.53,2.97,0.03,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-08,FTTH,690,684,20.96,6.96,0.03,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-08,FTTH,316,307,29.61,3.88,0.06,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-08,FTTH,569,556,30.58,1.55,0.06,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-08,FTTH,626,621,31.61,4.63,0.15,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-08,FTTH,317,302,20.0,2.67,0.03,99.9,1,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-08,FTTH,474,460,22.07,3.32,0.18,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-09,FTTH,335,331,17.15,1.01,0.19,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-09,FTTH,465,454,13.89,1.08,0.18,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-09,FTTH,606,603,35.3,6.7,0.1,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-09,FTTH,401,389,34.43,4.74,0.14,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-09,FTTH,646,643,16.42,3.58,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-09,FTTH,530,519,15.33,7.91,0.07,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-10,FTTH,474,461,20.13,1.61,0.12,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-10,FTTH,473,465,16.34,7.73,0.14,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-10,FTTH,379,365,26.94,4.69,0.16,99.9,1,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-10,FTTH,349,340,28.24,5.34,0.16,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-10,FTTH,482,472,22.12,1.73,0.11,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-10,FTTH,333,325,31.27,4.69,0.18,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-11,FTTH,683,670,36.56,6.59,0.05,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-11,FTTH,354,351,12.2,1.03,0.15,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-11,FTTH,597,590,29.0,3.57,0.12,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-11,FTTH,333,318,14.47,7.2,0.15,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-11,FTTH,420,416,15.1,1.91,0.08,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-11,FTTH,390,376,33.23,4.66,0.04,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-12,FTTH,430,424,26.5,7.3,0.15,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-12,FTTH,656,643,39.06,3.83,0.11,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-12,FTTH,527,516,31.85,3.72,0.11,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-12,FTTH,659,657,34.73,2.03,0.1,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-12,FTTH,437,433,13.96,3.48,0.12,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-12,FTTH,470,456,30.7,1.87,0.17,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-13,FTTH,408,397,30.85,3.68,0.05,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-13,FTTH,345,331,24.54,5.93,0.11,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-13,FTTH,609,602,12.92,1.2,0.13,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-13,FTTH,389,375,24.25,1.35,0.18,99.9,1,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-13,FTTH,421,418,38.39,2.7,0.16,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-13,FTTH,573,571,21.87,7.64,0.08,99.9,0,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-14,FTTH,693,691,14.52,3.21,0.18,99.9,0,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-14,FTTH,647,635,24.81,4.3,0.13,99.9,0,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-14,FTTH,454,445,20.41,5.93,0.08,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-14,FTTH,626,621,21.85,1.67,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-14,FTTH,330,323,21.65,1.16,0.18,99.9,0,normal
SVC-FTTH,PLAN01,KHA,2026-08-19-14,FTTH,481,466,27.74,4.65,0.08,99.9,1,normal
SVC-FTTH,PLAN01,DBN,2026-08-19-15,FTTH,396,382,16.78,2.77,0.18,99.9,1,normal
SVC-FTTH,PLAN01,SLA,2026-08-19-15,FTTH,315,302,29.07,6.96,0.09,99.9,1,normal
SVC-FTTH,PLAN01,CMU,2026-08-19-15,FTTH,696,687,27.68,6.33,0.13,99.9,0,normal
SVC-FTTH,PLAN01,NBH,2026-08-19-15,FTTH,652,648,22.37,4.2,0.02,99.9,0,normal
SVC-FTTH,PLAN01,HCM,2026-08-19-15,FTTH,323,313,31.51,7.36,0.12,99.9,1,normal
