web_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-WEB_HOURLY-00-69,PLAN01,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,30.71,index,valid,synthetic_qos,148,143,37.49,0
QOS-WEB_HOURLY-00-70,PLAN01,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,52.22,index,valid,synthetic_qos,194,185,22.02,0
QOS-WEB_HOURLY-00-71,PLAN01,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,37.73,index,valid,synthetic_qos,215,209,23.07,0
QOS-WEB_HOURLY-01-00,PLAN02,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,51.31,index,valid,synthetic_qos,275,272,30.36,0
QOS-WEB_HOURLY-01-01,PLAN02,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,16.48,index,valid,synthetic_qos,176,166,17.32,0
QOS-WEB_HOURLY-01-02,PLAN02,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,58.17,index,valid,synthetic_qos,228,226,19.96,0
QOS-WEB_HOURLY-01-03,PLAN02,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,48.21,index,valid,synthetic_qos,143,137,42.22,0
QOS-WEB_HOURLY-01-04,PLAN02,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,72.2,index,valid,synthetic_qos,387,385,23.88,0
QOS-WEB_HOURLY-01-05,PLAN02,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,25.01,index,valid,synthetic_qos,275,265,37.72,0
QOS-WEB_HOURLY-01-06,PLAN02,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,80.21,index,valid,synthetic_qos,314,305,25.05,0
QOS-WEB_HOURLY-01-07,PLAN02,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,61.82,index,valid,synthetic_qos,315,311,38.48,0
QOS-WEB_HOURLY-01-08,PLAN02,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,47.43,index,valid,synthetic_qos,138,128,20.32,0
QOS-WEB_HOURLY-01-09,PLAN02,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,72.63,index,valid,synthetic_qos,282,281,34.3,0
QOS-WEB_HOURLY-01-10,PLAN02,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,68.52,index,valid,synthetic_qos,395,393,20.34,0
QOS-WEB_HOURLY-01-11,PLAN02,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,41.84,index,valid,synthetic_qos,383,376,16.47,0
QOS-WEB_HOURLY-01-12,PLAN02,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,21.24,index,valid,synthetic_qos,382,380,34.61,0
QOS-WEB_HOURLY-01-13,PLAN02,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,75.25,index,valid,synthetic_qos,233,223,17.97,0
QOS-WEB_HOURLY-01-14,PLAN02,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,36.72,index,valid,synthetic_qos,212,208,31.78,0
QOS-WEB_HOURLY-01-15,PLAN02,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,31.07,index,valid,synthetic_qos,351,345,36.1,0
QOS-WEB_HOURLY-01-16,PLAN02,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,47.86,index,valid,synthetic_qos,328,322,26.57,0
QOS-WEB_HOURLY-01-17,PLAN02,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,17.6,index,valid,synthetic_qos,211,204,32.74,0
QOS-WEB_HOURLY-01-18,PLAN02,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,15.65,index,valid,synthetic_qos,278,276,43.06,0
QOS-WEB_HOURLY-01-19,PLAN02,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,57.36,index,valid,synthetic_qos,318,309,36.65,0
QOS-WEB_HOURLY-01-20,PLAN02,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,20.18,index,valid,synthetic_qos,369,361,33.31,0
QOS-WEB_HOURLY-01-21,PLAN02,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,60.57,index,valid,synthetic_qos,227,219,19.74,0
QOS-WEB_HOURLY-01-22,PLAN02,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,61.01,index,valid,synthetic_qos,222,219,26.55,0
QOS-WEB_HOURLY-01-23,PLAN02,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,77.66,index,valid,synthetic_qos,330,324,21.14,0
QOS-WEB_HOURLY-01-24,PLAN02,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,54.28,index,valid,synthetic_qos,275,268,18.72,0
QOS-WEB_HOURLY-01-25,PLAN02,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,52.73,index,valid,synthetic_qos,121,120,26.93,0
QOS-WEB_HOURLY-01-26,PLAN02,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,20.89,index,valid,synthetic_qos,152,149,32.01,0
QOS-WEB_HOURLY-01-27,PLAN02,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,74.33,index,valid,synthetic_qos,117,114,35.8,0
QOS-WEB_HOURLY-01-28,PLAN02,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,69.15,index,valid,synthetic_qos,369,363,23.04,0
QOS-WEB_HOURLY-01-29,PLAN02,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,18.27,index,valid,synthetic_qos,170,163,16.83,0
QOS-WEB_HOURLY-01-30,PLAN02,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,44.75,index,valid,synthetic_qos,238,235,23.01,0
QOS-WEB_HOURLY-01-31,PLAN02,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,32.44,index,valid,synthetic_qos,258,252,37.89,0
QOS-WEB_HOURLY-01-32,PLAN02,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,42.72,index,valid,synthetic_qos,393,391,25.41,0
QOS-WEB_HOURLY-01-33,PLAN02,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,43.36,index,valid,synthetic_qos,373,372,21.0,0
QOS-WEB_HOURLY-01-34,PLAN02,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,78.84,index,valid,synthetic_qos,393,387,22.85,0
QOS-WEB_HOURLY-01-35,PLAN02,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,70.61,index,valid,synthetic_qos,373,369,23.83,0
QOS-WEB_HOURLY-01-36,PLAN02,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,21.55,index,valid,synthetic_qos,112,111,39.53,0
QOS-WEB_HOURLY-01-37,PLAN02,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,35.6,index,valid,synthetic_qos,389,387,17.79,0
QOS-WEB_HOURLY-01-38,PLAN02,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,47.66,index,valid,synthetic_qos,240,234,35.13,0
QOS-WEB_HOURLY-01-39,PLAN02,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,70.62,index,valid,synthetic_qos,193,186,35.95,0
QOS-WEB_HOURLY-01-40,PLAN02,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,72.66,index,valid,synthetic_qos,362,353,25.59,0
QOS-WEB_HOURLY-01-41,PLAN02,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,20.71,index,valid,synthetic_qos,384,382,40.29,0
QOS-WEB_HOURLY-01-42,PLAN02,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.9,index,valid,synthetic_qos,132,127,31.78,0
QOS-WEB_HOURLY-01-43,PLAN02,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,19.76,index,valid,synthetic_qos,273,270,37.04,0
QOS-WEB_HOURLY-01-44,PLAN02,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,25.08,index,valid,synthetic_qos,396,393,43.77,0
QOS-WEB_HOURLY-01-45,PLAN02,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,111.03,index,degraded,synthetic_qos,121,112,72.22,1
QOS-WEB_HOURLY-01-46,PLAN02,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,18.55,index,valid,synthetic_qos,366,360,37.62,0
QOS-WEB_HOURLY-01-47,PLAN02,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,42.36,index,valid,synthetic_qos,342,336,38.5,0
QOS-WEB_HOURLY-01-48,PLAN02,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,50.18,index,valid,synthetic_qos,103,99,33.26,0
QOS-WEB_HOURLY-01-49,PLAN02,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,26.88,index,valid,synthetic_qos,214,207,37.93,0
QOS-WEB_HOURLY-01-50,PLAN02,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,46.86,index,valid,synthetic_qos,362,355,32.66,0
QOS-WEB_HOURLY-01-51,PLAN02,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,80.34,index,valid,synthetic_qos,232,229,18.15,0
QOS-WEB_HOURLY-01-52,PLAN02,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,58.4,index,valid,synthetic_qos,218,215,21.45,0
QOS-WEB_HOURLY-01-53,PLAN02,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,71.8,index,valid,synthetic_qos,350,345,23.23,0
QOS-WEB_HOURLY-01-54,PLAN02,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,83.84,index,valid,synthetic_qos,170,162,34.01,0
QOS-WEB_HOURLY-01-55,PLAN02,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,34.21,index,valid,synthetic_qos,339,332,39.56,0
QOS-WEB_HOURLY-01-56,PLAN02,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,51.88,index,valid,synthetic_qos,180,171,32.88,0
QOS-WEB_HOURLY-01-57,PLAN02,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,59.14,index,valid,synthetic_qos,129,119,40.03,0
QOS-WEB_HOURLY-01-58,PLAN02,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,26.09,index,valid,synthetic_qos,384,382,24.33,0
QOS-WEB_HOURLY-01-59,PLAN02,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,35.23,index,valid,synthetic_qos,192,184,22.09,0
QOS-WEB_HOURLY-01-60,PLAN02,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,27.47,index,valid,synthetic_qos,268,265,29.3,0
QOS-WEB_HOURLY-01-61,PLAN02,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,33.46,index,valid,synthetic_qos,218,210,33.94,0
QOS-WEB_HOURLY-01-62,PLAN02,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,28.21,index,valid,synthetic_qos,305,304,25.23,0
QOS-WEB_HOURLY-01-63,PLAN02,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,17.13,index,valid,synthetic_qos,395,391,19.36,0
QOS-WEB_HOURLY-01-64,PLAN02,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,17.87,index,valid,synthetic_qos,160,153,27.03,0
QOS-WEB_HOURLY-01-65,PLAN02,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,25.97,index,valid,synthetic_qos,252,245,33.14,0
QOS-WEB_HOURLY-01-66,PLAN02,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,16.9,index,valid,synthetic_qos,100,90,31.34,0
QOS-WEB_HOURLY-01-67,PLAN02,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,58.22,index,valid,synthetic_qos,184,174,37.56,0
QOS-WEB_HOURLY-01-68,PLAN02,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,66.85,index,valid,synthetic_qos,234,224,36.41,0
QOS-WEB_HOURLY-01-69,PLAN02,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,27.82,index,valid,synthetic_qos,222,218,44.1,0
QOS-WEB_HOURLY-01-70,PLAN02,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,23.1,index,valid,synthetic_qos,275,273,15.83,0
QOS-WEB_HOURLY-01-71,PLAN02,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,28.63,index,valid,synthetic_qos,188,179,20.77,0
QOS-WEB_HOURLY-02-00,PLAN03,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,69.48,index,valid,synthetic_qos,322,314,29.41,0
QOS-WEB_HOURLY-02-01,PLAN03,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,25.54,index,valid,synthetic_qos,175,172,23.21,0
QOS-WEB_HOURLY-02-02,PLAN03,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,58.2,index,valid,synthetic_qos,283,273,37.61,0
QOS-WEB_HOURLY-02-03,PLAN03,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,62.64,index,valid,synthetic_qos,316,308,36.63,0
QOS-WEB_HOURLY-02-04,PLAN03,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,18.07,index,valid,synthetic_qos,250,246,37.39,0
QOS-WEB_HOURLY-02-05,PLAN03,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,70.88,index,valid,synthetic_qos,285,275,30.26,0
QOS-WEB_HOURLY-02-06,PLAN03,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,52.12,index,valid,synthetic_qos,170,163,21.96,0
QOS-WEB_HOURLY-02-07,PLAN03,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,65.95,index,valid,synthetic_qos,325,323,39.23,0
QOS-WEB_HOURLY-02-08,PLAN03,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,71.88,index,valid,synthetic_qos,377,368,17.14,0
QOS-WEB_HOURLY-02-09,PLAN03,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,72.3,index,valid,synthetic_qos,205,201,36.57,0
QOS-WEB_HOURLY-02-10,PLAN03,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,50.36,index,valid,synthetic_qos,233,224,24.76,0
QOS-WEB_HOURLY-02-11,PLAN03,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,74.86,index,valid,synthetic_qos,246,244,34.22,0
QOS-WEB_HOURLY-02-12,PLAN03,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.65,index,valid,synthetic_qos,144,138,27.68,0
QOS-WEB_HOURLY-02-13,PLAN03,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,76.69,index,valid,synthetic_qos,112,107,39.16,0
QOS-WEB_HOURLY-02-14,PLAN03,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,68.75,index,valid,synthetic_qos,261,256,34.07,0
QOS-WEB_HOURLY-02-15,PLAN03,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,45.87,index,valid,synthetic_qos,367,359,19.79,0
QOS-WEB_HOURLY-02-16,PLAN03,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,54.63,index,valid,synthetic_qos,239,230,36.58,0
QOS-WEB_HOURLY-02-17,PLAN03,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,60.65,index,valid,synthetic_qos,145,142,35.17,0
QOS-WEB_HOURLY-02-18,PLAN03,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,62.65,index,valid,synthetic_qos,380,378,23.67,0
QOS-WEB_HOURLY-02-19,PLAN03,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,30.83,index,valid,synthetic_qos,127,122,23.0,0
QOS-WEB_HOURLY-02-20,PLAN03,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,46.36,index,valid,synthetic_qos,122,119,40.28,0
QOS-WEB_HOURLY-02-21,PLAN03,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.73,index,valid,synthetic_qos,296,286,41.26,0
