weather_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-WEATHER_HOURLY-00-11,LOC001,DBN,KV1,active,2026-08-18-11,2026-08-18 11:00:00,18.97,index,valid,synthetic_geo,21.38,103.02,100000,95.65
GEO-WEATHER_HOURLY-00-12,LOC001,DBN,KV1,active,2026-08-18-12,2026-08-18 12:00:00,67.06,index,valid,synthetic_geo,21.38,103.02,100000,94.98
GEO-WEATHER_HOURLY-00-13,LOC001,DBN,KV1,active,2026-08-18-13,2026-08-18 13:00:00,35.97,index,valid,synthetic_geo,21.38,103.02,100000,86.01
GEO-WEATHER_HOURLY-00-14,LOC001,DBN,KV1,active,2026-08-18-14,2026-08-18 14:00:00,36.94,index,valid,synthetic_geo,21.38,103.02,100000,87.26
GEO-WEATHER_HOURLY-00-15,LOC001,DBN,KV1,active,2026-08-18-15,2026-08-18 15:00:00,79.5,index,valid,synthetic_geo,21.38,103.02,100000,95.81
GEO-WEATHER_HOURLY-00-16,LOC001,DBN,KV1,active,2026-08-18-16,2026-08-18 16:00:00,45.96,index,valid,synthetic_geo,21.38,103.02,100000,89.99
GEO-WEATHER_HOURLY-00-17,LOC001,DBN,KV1,active,2026-08-18-17,2026-08-18 17:00:00,54.68,index,valid,synthetic_geo,21.38,103.02,100000,90.81
GEO-WEATHER_HOURLY-00-18,LOC001,DBN,KV1,active,2026-08-18-18,2026-08-18 18:00:00,71.64,index,valid,synthetic_geo,21.38,103.02,100000,85.32
GEO-WEATHER_HOURLY-00-19,LOC001,DBN,KV1,active,2026-08-18-19,2026-08-18 19:00:00,76.85,index,valid,synthetic_geo,21.38,103.02,100000,98.83
GEO-WEATHER_HOURLY-00-20,LOC001,DBN,KV1,active,2026-08-18-20,2026-08-18 20:00:00,75.81,index,valid,synthetic_geo,21.38,103.02,100000,95.0
GEO-WEATHER_HOURLY-00-21,LOC001,DBN,KV1,active,2026-08-18-21,2026-08-18 21:00:00,41.08,index,valid,synthetic_geo,21.38,103.02,100000,90.87
GEO-WEATHER_HOURLY-00-22,LOC001,DBN,KV1,active,2026-08-18-22,2026-08-18 22:00:00,31.52,index,valid,synthetic_geo,21.38,103.02,100000,89.0
GEO-WEATHER_HOURLY-00-23,LOC001,DBN,KV1,active,2026-08-18-23,2026-08-18 23:00:00,48.52,index,valid,synthetic_geo,21.38,103.02,100000,95.38
GEO-WEATHER_HOURLY-00-24,LOC001,DBN,KV1,active,2026-08-19-00,2026-08-19 00:00:00,68.63,index,valid,synthetic_geo,21.38,103.02,100000,94.98
GEO-WEATHER_HOURLY-00-25,LOC001,DBN,KV1,active,2026-08-19-01,2026-08-19 01:00:00,73.24,index,valid,synthetic_geo,21.38,103.02,100000,86.42
GEO-WEATHER_HOURLY-00-26,LOC001,DBN,KV1,active,2026-08-19-02,2026-08-19 02:00:00,41.74,index,valid,synthetic_geo,21.38,103.02,100000,86.98
GEO-WEATHER_HOURLY-00-27,LOC001,DBN,KV1,degraded,2026-08-19-03,2026-08-19 03:00:00,61.83,index,degraded,synthetic_geo,21.38,103.02,100000,87.68
GEO-WEATHER_HOURLY-00-28,LOC001,DBN,KV1,active,2026-08-19-04,2026-08-19 04:00:00,34.88,index,valid,synthetic_geo,21.38,103.02,100000,85.87
GEO-WEATHER_HOURLY-00-29,LOC001,DBN,KV1,active,2026-08-19-05,2026-08-19 05:00:00,69.89,index,valid,synthetic_geo,21.38,103.02,100000,95.96
GEO-WEATHER_HOURLY-00-30,LOC001,DBN,KV1,active,2026-08-19-06,2026-08-19 06:00:00,25.68,index,valid,synthetic_geo,21.38,103.02,100000,94.1
GEO-WEATHER_HOURLY-00-31,LOC001,DBN,KV1,active,2026-08-19-07,2026-08-19 07:00:00,64.34,index,valid,synthetic_geo,21.38,103.02,100000,94.39
GEO-WEATHER_HOURLY-00-32,LOC001,DBN,KV1,active,2026-08-19-08,2026-08-19 08:00:00,68.91,index,valid,synthetic_geo,21.38,103.02,100000,95.89
GEO-WEATHER_HOURLY-00-33,LOC001,DBN,KV1,active,2026-08-19-09,2026-08-19 09:00:00,18.33,index,valid,synthetic_geo,21.38,103.02,100000,90.47
GEO-WEATHER_HOURLY-00-34,LOC001,DBN,KV1,active,2026-08-19-10,2026-08-19 10:00:00,31.03,index,valid,synthetic_geo,21.38,103.02,100000,94.65
GEO-WEATHER_HOURLY-00-35,LOC001,DBN,KV1,active,2026-08-19-11,2026-08-19 11:00:00,52.56,index,valid,synthetic_geo,21.38,103.02,100000,97.77
GEO-WEATHER_HOURLY-00-36,LOC001,DBN,KV1,active,2026-08-19-12,2026-08-19 12:00:00,26.44,index,valid,synthetic_geo,21.38,103.02,100000,94.34
GEO-WEATHER_HOURLY-00-37,LOC001,DBN,KV1,active,2026-08-19-13,2026-08-19 13:00:00,84.22,index,valid,synthetic_geo,21.38,103.02,100000,89.09
GEO-WEATHER_HOURLY-00-38,LOC001,DBN,KV1,active,2026-08-19-14,2026-08-19 14:00:00,72.16,index,valid,synthetic_geo,21.38,103.02,100000,91.67
GEO-WEATHER_HOURLY-00-39,LOC001,DBN,KV1,active,2026-08-19-15,2026-08-19 15:00:00,55.53,index,valid,synthetic_geo,21.38,103.02,100000,96.22
GEO-WEATHER_HOURLY-00-40,LOC001,DBN,KV1,active,2026-08-19-16,2026-08-19 16:00:00,50.11,index,valid,synthetic_geo,21.38,103.02,100000,87.18
GEO-WEATHER_HOURLY-00-41,LOC001,DBN,KV1,active,2026-08-19-17,2026-08-19 17:00:00,69.73,index,valid,synthetic_geo,21.38,103.02,100000,91.29
GEO-WEATHER_HOURLY-00-42,LOC001,DBN,KV1,active,2026-08-19-18,2026-08-19 18:00:00,76.94,index,valid,synthetic_geo,21.38,103.02,100000,86.1
GEO-WEATHER_HOURLY-00-43,LOC001,DBN,KV1,active,2026-08-19-19,2026-08-19 19:00:00,28.02,index,valid,synthetic_geo,21.38,103.02,100000,92.39
GEO-WEATHER_HOURLY-00-44,LOC001,DBN,KV1,active,2026-08-19-20,2026-08-19 20:00:00,54.03,index,valid,synthetic_geo,21.38,103.02,100000,89.67
GEO-WEATHER_HOURLY-00-45,LOC001,DBN,KV1,active,2026-08-19-21,2026-08-19 21:00:00,46.55,index,valid,synthetic_geo,21.38,103.02,100000,93.65
GEO-WEATHER_HOURLY-00-46,LOC001,DBN,KV1,active,2026-08-19-22,2026-08-19 22:00:00,38.28,index,valid,synthetic_geo,21.38,103.02,100000,96.6
GEO-WEATHER_HOURLY-00-47,LOC001,DBN,KV1,active,2026-08-19-23,2026-08-19 23:00:00,28.69,index,valid,synthetic_geo,21.38,103.02,100000,90.97
GEO-WEATHER_HOURLY-00-48,LOC001,DBN,KV1,active,2026-08-20-00,2026-08-20 00:00:00,59.6,index,valid,synthetic_geo,21.38,103.02,100000,85.64
GEO-WEATHER_HOURLY-00-49,LOC001,DBN,KV1,active,2026-08-20-01,2026-08-20 01:00:00,39.34,index,valid,synthetic_geo,21.38,103.02,100000,90.59
GEO-WEATHER_HOURLY-00-50,LOC001,DBN,KV1,active,2026-08-20-02,2026-08-20 02:00:00,38.41,index,valid,synthetic_geo,21.38,103.02,100000,87.91
GEO-WEATHER_HOURLY-00-51,LOC001,DBN,KV1,active,2026-08-20-03,2026-08-20 03:00:00,17.24,index,valid,synthetic_geo,21.38,103.02,100000,86.98
GEO-WEATHER_HOURLY-00-52,LOC001,DBN,KV1,active,2026-08-20-04,2026-08-20 04:00:00,37.47,index,valid,synthetic_geo,21.38,103.02,100000,97.68
GEO-WEATHER_HOURLY-00-53,LOC001,DBN,KV1,active,2026-08-20-05,2026-08-20 05:00:00,27.75,index,valid,synthetic_geo,21.38,103.02,100000,98.54
GEO-WEATHER_HOURLY-00-54,LOC001,DBN,KV1,active,2026-08-20-06,2026-08-20 06:00:00,16.27,index,valid,synthetic_geo,21.38,103.02,100000,90.91
GEO-WEATHER_HOURLY-00-55,LOC001,DBN,KV1,active,2026-08-20-07,2026-08-20 07:00:00,80.84,index,valid,synthetic_geo,21.38,103.02,100000,89.84
GEO-WEATHER_HOURLY-00-56,LOC001,DBN,KV1,active,2026-08-20-08,2026-08-20 08:00:00,20.95,index,valid,synthetic_geo,21.38,103.02,100000,85.37
GEO-WEATHER_HOURLY-00-57,LOC001,DBN,KV1,active,2026-08-20-09,2026-08-20 09:00:00,42.63,index,valid,synthetic_geo,21.38,103.02,100000,86.9
GEO-WEATHER_HOURLY-00-58,LOC001,DBN,KV1,active,2026-08-20-10,2026-08-20 10:00:00,45.6,index,valid,synthetic_geo,21.38,103.02,100000,88.86
GEO-WEATHER_HOURLY-00-59,LOC001,DBN,KV1,active,2026-08-20-11,2026-08-20 11:00:00,25.4,index,valid,synthetic_geo,21.38,103.02,100000,88.62
GEO-WEATHER_HOURLY-00-60,LOC001,DBN,KV1,active,2026-08-20-12,2026-08-20 12:00:00,15.78,index,valid,synthetic_geo,21.38,103.02,100000,93.19
GEO-WEATHER_HOURLY-00-61,LOC001,DBN,KV1,active,2026-08-20-13,2026-08-20 13:00:00,52.53,index,valid,synthetic_geo,21.38,103.02,100000,92.16
GEO-WEATHER_HOURLY-00-62,LOC001,DBN,KV1,active,2026-08-20-14,2026-08-20 14:00:00,60.67,index,valid,synthetic_geo,21.38,103.02,100000,95.62
GEO-WEATHER_HOURLY-00-63,LOC001,DBN,KV1,active,2026-08-20-15,2026-08-20 15:00:00,17.3,index,valid,synthetic_geo,21.38,103.02,100000,92.67
GEO-WEATHER_HOURLY-00-64,LOC001,DBN,KV1,active,2026-08-20-16,2026-08-20 16:00:00,26.47,index,valid,synthetic_geo,21.38,103.02,100000,91.88
GEO-WEATHER_HOURLY-00-65,LOC001,DBN,KV1,active,2026-08-20-17,2026-08-20 17:00:00,37.98,index,valid,synthetic_geo,21.38,103.02,100000,95.27
GEO-WEATHER_HOURLY-00-66,LOC001,DBN,KV1,active,2026-08-20-18,2026-08-20 18:00:00,84.38,index,valid,synthetic_geo,21.38,103.02,100000,90.9
GEO-WEATHER_HOURLY-00-67,LOC001,DBN,KV1,active,2026-08-20-19,2026-08-20 19:00:00,76.9,index,valid,synthetic_geo,21.38,103.02,100000,87.53
GEO-WEATHER_HOURLY-00-68,LOC001,DBN,KV1,active,2026-08-20-20,2026-08-20 20:00:00,15.31,index,valid,synthetic_geo,21.38,103.02,100000,97.77
GEO-WEATHER_HOURLY-00-69,LOC001,DBN,KV1,active,2026-08-20-21,2026-08-20 21:00:00,19.39,index,valid,synthetic_geo,21.38,103.02,100000,93.28
GEO-WEATHER_HOURLY-00-70,LOC001,DBN,KV1,active,2026-08-20-22,2026-08-20 22:00:00,62.04,index,valid,synthetic_geo,21.38,103.02,100000,96.9
GEO-WEATHER_HOURLY-00-71,LOC001,DBN,KV1,active,2026-08-20-23,2026-08-20 23:00:00,70.13,index,valid,synthetic_geo,21.38,103.02,100000,90.08
GEO-WEATHER_HOURLY-01-00,LOC002,SLA,KV1,active,2026-08-18-00,2026-08-18 00:00:00,22.58,index,valid,synthetic_geo,21.33,103.91,125000,86.45
GEO-WEATHER_HOURLY-01-01,LOC002,SLA,KV1,active,2026-08-18-01,2026-08-18 01:00:00,26.06,index,valid,synthetic_geo,21.33,103.91,125000,94.16
GEO-WEATHER_HOURLY-01-02,LOC002,SLA,KV1,active,2026-08-18-02,2026-08-18 02:00:00,78.94,index,valid,synthetic_geo,21.33,103.91,125000,96.7
GEO-WEATHER_HOURLY-01-03,LOC002,SLA,KV1,active,2026-08-18-03,2026-08-18 03:00:00,24.07,index,valid,synthetic_geo,21.33,103.91,125000,93.79
GEO-WEATHER_HOURLY-01-04,LOC002,SLA,KV1,active,2026-08-18-04,2026-08-18 04:00:00,45.73,index,valid,synthetic_geo,21.33,103.91,125000,89.51
GEO-WEATHER_HOURLY-01-05,LOC002,SLA,KV1,active,2026-08-18-05,2026-08-18 05:00:00,62.91,index,valid,synthetic_geo,21.33,103.91,125000,90.8
GEO-WEATHER_HOURLY-01-06,LOC002,SLA,KV1,active,2026-08-18-06,2026-08-18 06:00:00,40.15,index,valid,synthetic_geo,21.33,103.91,125000,86.42
GEO-WEATHER_HOURLY-01-07,LOC002,SLA,KV1,active,2026-08-18-07,2026-08-18 07:00:00,20.11,index,valid,synthetic_geo,21.33,103.91,125000,85.15
GEO-WEATHER_HOURLY-01-08,LOC002,SLA,KV1,active,2026-08-18-08,2026-08-18 08:00:00,83.71,index,valid,synthetic_geo,21.33,103.91,125000,85.61
GEO-WEATHER_HOURLY-01-09,LOC002,SLA,KV1,active,2026-08-18-09,2026-08-18 09:00:00,47.31,index,valid,synthetic_geo,21.33,103.91,125000,96.35
GEO-WEATHER_HOURLY-01-10,LOC002,SLA,KV1,active,2026-08-18-10,2026-08-18 10:00:00,57.43,index,valid,synthetic_geo,21.33,103.91,125000,93.13
GEO-WEATHER_HOURLY-01-11,LOC002,SLA,KV1,active,2026-08-18-11,2026-08-18 11:00:00,74.91,index,valid,synthetic_geo,21.33,103.91,125000,86.44
GEO-WEATHER_HOURLY-01-12,LOC002,SLA,KV1,active,2026-08-18-12,2026-08-18 12:00:00,42.73,index,valid,synthetic_geo,21.33,103.91,125000,85.35
GEO-WEATHER_HOURLY-01-13,LOC002,SLA,KV1,active,2026-08-18-13,2026-08-18 13:00:00,33.86,index,valid,synthetic_geo,21.33,103.91,125000,97.81
GEO-WEATHER_HOURLY-01-14,LOC002,SLA,KV1,active,2026-08-18-14,2026-08-18 14:00:00,76.13,index,valid,synthetic_geo,21.33,103.91,125000,88.94
GEO-WEATHER_HOURLY-01-15,LOC002,SLA,KV1,active,2026-08-18-15,2026-08-18 15:00:00,62.51,index,valid,synthetic_geo,21.33,103.91,125000,90.3
GEO-WEATHER_HOURLY-01-16,LOC002,SLA,KV1,active,2026-08-18-16,2026-08-18 16:00:00,45.37,index,valid,synthetic_geo,21.33,103.91,125000,92.38
GEO-WEATHER_HOURLY-01-17,LOC002,SLA,KV1,active,2026-08-18-17,2026-08-18 17:00:00,67.64,index,valid,synthetic_geo,21.33,103.91,125000,96.2
GEO-WEATHER_HOURLY-01-18,LOC002,SLA,KV1,active,2026-08-18-18,2026-08-18 18:00:00,54.98,index,valid,synthetic_geo,21.33,103.91,125000,91.12
GEO-WEATHER_HOURLY-01-19,LOC002,SLA,KV1,active,2026-08-18-19,2026-08-18 19:00:00,16.33,index,valid,synthetic_geo,21.33,103.91,125000,96.69
GEO-WEATHER_HOURLY-01-20,LOC002,SLA,KV1,active,2026-08-18-20,2026-08-18 20:00:00,81.96,index,valid,synthetic_geo,21.33,103.91,125000,98.27
GEO-WEATHER_HOURLY-01-21,LOC002,SLA,KV1,active,2026-08-18-21,2026-08-18 21:00:00,77.2,index,valid,synthetic_geo,21.33,103.91,125000,92.02
GEO-WEATHER_HOURLY-01-22,LOC002,SLA,KV1,active,2026-08-18-22,2026-08-18 22:00:00,17.32,index,valid,synthetic_geo,21.33,103.91,125000,96.18
GEO-WEATHER_HOURLY-01-23,LOC002,SLA,KV1,active,2026-08-18-23,2026-08-18 23:00:00,20.39,index,valid,synthetic_geo,21.33,103.91,125000,97.02
GEO-WEATHER_HOURLY-01-24,LOC002,SLA,KV1,active,2026-08-19-00,2026-08-19 00:00:00,79.26,index,valid,synthetic_geo,21.33,103.91,125000,97.51
GEO-WEATHER_HOURLY-01-25,LOC002,SLA,KV1,active,2026-08-19-01,2026-08-19 01:00:00,61.93,index,valid,synthetic_geo,21.33,103.91,125000,89.09
GEO-WEATHER_HOURLY-01-26,LOC002,SLA,KV1,active,2026-08-19-02,2026-08-19 02:00:00,83.52,index,valid,synthetic_geo,21.33,103.91,125000,97.32
GEO-WEATHER_HOURLY-01-27,LOC002,SLA,KV1,active,2026-08-19-03,2026-08-19 03:00:00,31.02,index,valid,synthetic_geo,21.33,103.91,125000,93.72
GEO-WEATHER_HOURLY-01-28,LOC002,SLA,KV1,active,2026-08-19-04,2026-08-19 04:00:00,34.58,index,valid,synthetic_geo,21.33,103.91,125000,94.01
GEO-WEATHER_HOURLY-01-29,LOC002,SLA,KV1,active,2026-08-19-05,2026-08-19 05:00:00,56.32,index,valid,synthetic_geo,21.33,103.91,125000,94.74
GEO-WEATHER_HOURLY-01-30,LOC002,SLA,KV1,active,2026-08-19-06,2026-08-19 06:00:00,79.64,index,valid,synthetic_geo,21.33,103.91,125000,93.26
GEO-WEATHER_HOURLY-01-31,LOC002,SLA,KV1,active,2026-08-19-07,2026-08-19 07:00:00,16.01,index,valid,synthetic_geo,21.33,103.91,125000,94.08
GEO-WEATHER_HOURLY-01-32,LOC002,SLA,KV1,active,2026-08-19-08,2026-08-19 08:00:00,28.84,index,valid,synthetic_geo,21.33,103.91,125000,91.64
GEO-WEATHER_HOURLY-01-33,LOC002,SLA,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.25,index,valid,synthetic_geo,21.33,103.91,125000,97.13
GEO-WEATHER_HOURLY-01-34,LOC002,SLA,KV1,active,2026-08-19-10,2026-08-19 10:00:00,74.07,index,valid,synthetic_geo,21.33,103.91,125000,89.74
GEO-WEATHER_HOURLY-01-35,LOC002,SLA,KV1,active,2026-08-19-11,2026-08-19 11:00:00,63.0,index,valid,synthetic_geo,21.33,103.91,125000,91.53
GEO-WEATHER_HOURLY-01-36,LOC002,SLA,KV1,active,2026-08-19-12,2026-08-19 12:00:00,44.98,index,valid,synthetic_geo,21.33,103.91,125000,86.58
GEO-WEATHER_HOURLY-01-37,LOC002,SLA,KV1,active,2026-08-19-13,2026-08-19 13:00:00,78.36,index,valid,synthetic_geo,21.33,103.91,125000,88.91
GEO-WEATHER_HOURLY-01-38,LOC002,SLA,KV1,active,2026-08-19-14,2026-08-19 14:00:00,72.91,index,valid,synthetic_geo,21.33,103.91,125000,92.27
GEO-WEATHER_HOURLY-01-39,LOC002,SLA,KV1,active,2026-08-19-15,2026-08-19 15:00:00,76.07,index,valid,synthetic_geo,21.33,103.91,125000,93.24
GEO-WEATHER_HOURLY-01-40,LOC002,SLA,KV1,active,2026-08-19-16,2026-08-19 16:00:00,36.28,index,valid,synthetic_geo,21.33,103.91,125000,91.19
GEO-WEATHER_HOURLY-01-41,LOC002,SLA,KV1,active,2026-08-19-17,2026-08-19 17:00:00,40.02,index,valid,synthetic_geo,21.33,103.91,125000,87.89
GEO-WEATHER_HOURLY-01-42,LOC002,SLA,KV1,active,2026-08-19-18,2026-08-19 18:00:00,22.0,index,valid,synthetic_geo,21.33,103.91,125000,85.42
GEO-WEATHER_HOURLY-01-43,LOC002,SLA,KV1,active,2026-08-19-19,2026-08-19 19:00:00,25.72,index,valid,synthetic_geo,21.33,103.91,125000,86.73
GEO-WEATHER_HOURLY-01-44,LOC002,SLA,KV1,active,2026-08-19-20,2026-08-19 20:00:00,30.65,index,valid,synthetic_geo,21.33,103.91,125000,97.91
GEO-WEATHER_HOURLY-01-45,LOC002,SLA,KV1,degraded,2026-08-19-21,2026-08-19 21:00:00,53.42,index,degraded,synthetic_geo,21.33,103.91,125000,91.18
GEO-WEATHER_HOURLY-01-46,LOC002,SLA,KV1,active,2026-08-19-22,2026-08-19 22:00:00,68.61,index,valid,synthetic_geo,21.33,103.91,125000,96.53
GEO-WEATHER_HOURLY-01-47,LOC002,SLA,KV1,active,2026-08-19-23,2026-08-19 23:00:00,17.57,index,valid,synthetic_geo,21.33,103.91,125000,89.06
GEO-WEATHER_HOURLY-01-48,LOC002,SLA,KV1,active,2026-08-20-00,2026-08-20 00:00:00,18.02,index,valid,synthetic_geo,21.33,103.91,125000,91.63
GEO-WEATHER_HOURLY-01-49,LOC002,SLA,KV1,active,2026-08-20-01,2026-08-20 01:00:00,16.68,index,valid,synthetic_geo,21.33,103.91,125000,93.87
GEO-WEATHER_HOURLY-01-50,LOC002,SLA,KV1,active,2026-08-20-02,2026-08-20 02:00:00,69.03,index,valid,synthetic_geo,21.33,103.91,125000,89.48
GEO-WEATHER_HOURLY-01-51,LOC002,SLA,KV1,active,2026-08-20-03,2026-08-20 03:00:00,58.32,index,valid,synthetic_geo,21.33,103.91,125000,91.55
GEO-WEATHER_HOURLY-01-52,LOC002,SLA,KV1,active,2026-08-20-04,2026-08-20 04:00:00,39.37,index,valid,synthetic_geo,21.33,103.91,125000,95.72
GEO-WEATHER_HOURLY-01-53,LOC002,SLA,KV1,active,2026-08-20-05,2026-08-20 05:00:00,65.45,index,valid,synthetic_geo,21.33,103.91,125000,89.18
GEO-WEATHER_HOURLY-01-54,LOC002,SLA,KV1,active,2026-08-20-06,2026-08-20 06:00:00,27.74,index,valid,synthetic_geo,21.33,103.91,125000,86.73
GEO-WEATHER_HOURLY-01-55,LOC002,SLA,KV1,active,2026-08-20-07,2026-08-20 07:00:00,81.25,index,valid,synthetic_geo,21.33,103.91,125000,88.26
GEO-WEATHER_HOURLY-01-56,LOC002,SLA,KV1,active,2026-08-20-08,2026-08-20 08:00:00,56.68,index,valid,synthetic_geo,21.33,103.91,125000,88.36
GEO-WEATHER_HOURLY-01-57,LOC002,SLA,KV1,active,2026-08-20-09,2026-08-20 09:00:00,15.12,index,valid,synthetic_geo,21.33,103.91,125000,94.2
GEO-WEATHER_HOURLY-01-58,LOC002,SLA,KV1,active,2026-08-20-10,2026-08-20 10:00:00,77.75,index,valid,synthetic_geo,21.33,103.91,125000,95.94
GEO-WEATHER_HOURLY-01-59,LOC002,SLA,KV1,active,2026-08-20-11,2026-08-20 11:00:00,60.6,index,valid,synthetic_geo,21.33,103.91,125000,89.72
GEO-WEATHER_HOURLY-01-60,LOC002,SLA,KV1,active,2026-08-20-12,2026-08-20 12:00:00,84.28,index,valid,synthetic_geo,21.33,103.91,125000,87.49
GEO-WEATHER_HOURLY-01-61,LOC002,SLA,KV1,active,2026-08-20-13,2026-08-20 13:00:00,70.1,index,valid,synthetic_geo,21.33,103.91,125000,92.13
GEO-WEATHER_HOURLY-01-62,LOC002,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,25.64,index,valid,synthetic_geo,21.33,103.91,125000,86.41
GEO-WEATHER_HOURLY-01-63,LOC002,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,67.18,index,valid,synthetic_geo,21.33,103.91,125000,89.29
GEO-WEATHER_HOURLY-01-64,LOC002,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,38.58,index,valid,synthetic_geo,21.33,103.91,125000,97.65
GEO-WEATHER_HOURLY-01-65,LOC002,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,47.7,index,valid,synthetic_geo,21.33,103.91,125000,95.73
GEO-WEATHER_HOURLY-01-66,LOC002,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,64.69,index,valid,synthetic_geo,21.33,103.91,125000,88.6
GEO-WEATHER_HOURLY-01-67,LOC002,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,34.67,index,valid,synthetic_geo,21.33,103.91,125000,85.38
GEO-WEATHER_HOURLY-01-68,LOC002,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,78.58,index,valid,synthetic_geo,21.33,103.91,125000,91.02
GEO-WEATHER_HOURLY-01-69,LOC002,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,74.69,index,valid,synthetic_geo,21.33,103.91,125000,87.9
GEO-WEATHER_HOURLY-01-70,LOC002,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,56.82,index,valid,synthetic_geo,21.33,103.91,125000,95.09
GEO-WEATHER_HOURLY-01-71,LOC002,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,77.54,index,valid,synthetic_geo,21.33,103.91,125000,98.57
GEO-WEATHER_HOURLY-02-00,LOC003,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,56.24,index,valid,synthetic_geo,9.18,105.15,150000,91.71
GEO-WEATHER_HOURLY-02-01,LOC003,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,68.95,index,valid,synthetic_geo,9.18,105.15,150000,97.39
GEO-WEATHER_HOURLY-02-02,LOC003,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,56.47,index,valid,synthetic_geo,9.18,105.15,150000,95.3
GEO-WEATHER_HOURLY-02-03,LOC003,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,46.27,index,valid,synthetic_geo,9.18,105.15,150000,95.64
GEO-WEATHER_HOURLY-02-04,LOC003,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,28.2,index,valid,synthetic_geo,9.18,105.15,150000,88.38
GEO-WEATHER_HOURLY-02-05,LOC003,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,24.09,index,valid,synthetic_geo,9.18,105.15,150000,97.37
GEO-WEATHER_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,57.7,index,valid,synthetic_geo,9.18,105.15,150000,93.84
GEO-WEATHER_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,22.52,index,valid,synthetic_geo,9.18,105.15,150000,91.5
GEO-WEATHER_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,32.05,index,valid,synthetic_geo,9.18,105.15,150000,87.69
GEO-WEATHER_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,46.37,index,valid,synthetic_geo,9.18,105.15,150000,86.89
GEO-WEATHER_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,41.56,index,valid,synthetic_geo,9.18,105.15,150000,87.12
